XCG,ALPHA,MACH,DELTA,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
5.000,-14.000,0.010,-20.000,nan,-9.951,-91.043,1.963,0.000,0.000,0.000,-9.181,4.312,-2.129,9.149,75.278,340.395,-33.526,-281.222,-160.721,-490.541,-4122.375,33.340,260.427,504.670,-242.797,-4184.786,191.071,9.572,-25.450,888.153
5.000,-14.000,0.010,-19.000,nan,-10.212,-90.350,1.839,0.000,0.000,0.000,-9.463,4.255,-2.224,8.848,75.990,338.505,-33.526,-281.222,-162.357,-467.413,-4183.864,37.939,260.427,504.670,-242.797,-4184.786,170.538,9.572,-25.450,909.758
5.000,-14.000,0.010,-18.000,nan,-10.486,-89.622,1.720,0.000,0.000,0.000,-9.758,4.206,-2.320,8.547,76.587,336.925,-33.526,-281.222,-165.418,-447.219,-4237.555,41.073,260.427,504.670,-242.797,-4184.786,148.631,9.572,-25.450,932.196
5.000,-14.000,0.010,-17.000,nan,-10.771,-88.864,1.608,0.000,0.000,0.000,-10.062,4.166,-2.415,8.251,77.055,335.683,-33.526,-281.222,-166.822,-430.636,-4281.644,42.722,260.427,504.670,-242.797,-4184.786,125.450,9.572,-25.450,952.858
5.000,-14.000,0.010,-16.000,nan,-11.064,-88.084,1.503,0.000,0.000,0.000,-10.372,4.135,-2.509,7.961,77.386,334.810,-33.526,-281.222,-170.689,-416.895,-4318.175,43.235,260.427,504.670,-242.797,-4184.786,102.634,9.572,-25.450,971.025
5.000,-14.000,0.010,-15.000,nan,-11.363,-87.289,1.405,0.000,0.000,0.000,-10.686,4.112,-2.598,7.682,77.588,334.278,-33.526,-281.222,-171.757,-405.099,-4349.538,42.941,260.427,504.670,-242.797,-4184.786,80.046,9.572,-25.450,987.040
5.000,-14.000,0.010,-14.000,nan,-11.667,-86.481,1.316,0.000,0.000,0.000,-11.002,4.100,-2.684,7.412,77.762,333.820,-33.526,-281.222,-172.173,-394.232,-4378.430,42.134,260.427,504.670,-242.797,-4184.786,57.833,9.572,-25.450,1000.867
5.000,-14.000,0.010,-13.000,nan,-11.976,-85.659,1.235,0.000,0.000,0.000,-11.321,4.096,-2.764,7.153,77.949,333.330,-33.526,-281.222,-171.642,-383.395,-4407.241,41.024,260.427,504.670,-242.797,-4184.786,36.014,9.572,-25.450,1011.222
5.000,-14.000,0.010,-12.000,nan,-12.290,-84.826,1.163,0.000,0.000,0.000,-11.643,4.102,-2.839,6.902,78.128,332.861,-33.526,-281.222,-171.398,-372.824,-4435.347,39.576,260.427,504.670,-242.797,-4184.786,15.005,9.572,-25.450,1018.209
5.000,-14.000,0.010,-11.000,nan,-12.607,-83.982,1.100,0.000,0.000,0.000,-11.966,4.117,-2.907,6.662,78.280,332.462,-33.526,-281.222,-171.365,-363.187,-4460.969,37.697,260.427,504.670,-242.797,-4184.786,-3.648,9.572,-25.450,1019.384
