ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
0.000,0.010,nan,0.000,0.000,1.010,0.000,0.000,0.000,0.000,1.010,0.000,-5.021,52.198,-262.094,-52.198,262.094,0.000,667.981,-4777.267,0.000,210.799,-1154.657,667.981,-4777.268,0.000,0.000,0.000,-38.605
0.000,0.110,nan,0.000,0.000,0.690,0.000,0.000,0.000,0.000,0.690,0.000,-4.968,52.680,-261.737,-52.680,261.737,0.000,672.860,-4801.413,0.000,210.802,-1155.184,672.860,-4801.413,0.000,0.000,0.000,-38.703
0.000,0.210,nan,0.000,0.000,0.632,0.000,0.000,0.000,0.000,0.632,0.000,-4.986,53.174,-265.149,-53.174,265.149,0.000,674.482,-4803.593,0.000,210.805,-1156.607,674.482,-4803.593,0.000,0.000,0.000,-36.627
0.000,0.310,nan,0.000,0.000,0.600,0.000,0.000,0.000,0.000,0.600,0.000,-5.006,53.565,-268.132,-53.565,268.132,0.000,676.833,-4816.188,0.000,210.808,-1158.963,676.833,-4816.188,0.000,0.000,0.000,-35.287
0.000,0.410,nan,0.000,0.000,0.578,0.000,0.000,0.000,0.000,0.578,0.000,-5.030,53.990,-271.564,-53.990,271.564,0.000,680.198,-4837.803,0.000,210.811,-1162.312,680.198,-4837.803,0.000,0.000,0.000,-33.663
0.000,0.510,nan,0.000,0.000,0.561,0.000,0.000,0.000,0.000,0.561,0.000,-5.061,54.498,-275.834,-54.498,275.834,0.000,684.885,-4869.616,0.000,210.814,-1166.738,684.885,-4869.617,0.000,0.000,0.000,-31.332
0.000,0.610,nan,0.000,0.000,0.547,0.000,0.000,0.000,0.000,0.547,0.000,-4.902,55.418,-271.635,-55.418,271.635,0.000,691.411,-4805.092,0.000,210.818,-1172.350,691.411,-4805.092,0.000,0.000,0.000,-31.309
0.000,0.710,nan,0.000,0.000,0.534,0.000,0.000,0.000,0.000,0.534,0.000,-4.908,56.440,-277.024,-56.440,277.024,0.000,705.089,-4976.364,0.000,210.821,-1179.280,705.089,-4976.364,0.000,0.000,0.000,-25.663
0.000,0.810,nan,0.000,0.000,0.539,0.000,0.000,0.000,0.000,0.539,0.000,-4.908,58.286,-286.087,-58.286,286.087,0.000,775.157,-5687.322,0.000,210.763,-1187.539,775.157,-5687.322,0.000,0.000,0.000,-16.906
0.000,0.910,nan,0.000,0.000,0.700,0.000,0.000,0.000,0.000,0.700,0.000,-4.908,60.740,-298.139,-60.740,298.139,0.000,858.105,-6506.426,0.000,211.193,-1194.891,858.105,-6506.426,0.000,0.000,0.000,-1.324
