ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
-8.000,0.010,nan,-8.186,36.447,1.006,0.000,0.000,0.000,-7.966,2.136,-3.730,-4.452,68.940,-317.770,-49.835,205.986,-42.425,772.174,-5659.262,0.000,239.368,-1144.805,741.262,-4747.239,85.758,-9.799,117.654,423.503
-8.000,0.110,nan,-8.242,36.441,0.688,0.000,0.000,0.000,-8.066,1.828,-4.412,-4.421,69.352,-318.985,-50.326,205.171,-38.635,775.468,-5656.323,0.000,239.891,-1145.161,747.601,-4769.328,77.197,-9.865,118.461,370.550
-8.000,0.210,nan,-8.299,36.796,0.630,0.000,0.000,0.000,-8.131,1.779,-4.572,-4.434,69.844,-322.612,-50.694,206.371,-34.556,778.134,-5664.541,0.000,240.414,-1146.250,750.830,-4771.334,69.342,-10.067,120.906,313.688
-8.000,0.310,nan,-8.349,37.115,0.598,0.000,0.000,0.000,-8.185,1.754,-4.666,-4.446,70.320,-326.032,-50.983,207.403,-30.322,780.056,-5667.043,0.000,240.936,-1148.100,754.960,-4786.125,59.863,-10.242,123.044,254.976
-8.000,0.410,nan,-8.406,37.486,0.576,0.000,0.000,0.000,-8.244,1.740,-4.737,-4.460,70.897,-330.135,-51.284,208.619,-26.058,781.871,-5666.818,0.000,241.459,-1150.755,760.225,-4811.786,50.839,-10.447,125.554,195.986
-8.000,0.510,nan,-8.476,37.946,0.559,0.000,0.000,0.000,-8.316,1.733,-4.798,-4.477,71.637,-335.341,-51.626,210.147,-21.779,783.777,-5664.086,0.000,241.982,-1154.280,766.920,-4849.468,43.595,-10.709,128.770,136.873
-8.000,0.610,nan,-8.652,37.525,0.544,0.000,0.000,0.000,-8.492,1.743,-4.872,-4.337,73.450,-336.463,-52.594,206.180,-17.757,777.578,-5451.917,0.000,242.505,-1158.760,774.911,-4787.696,40.291,-10.815,130.131,81.703
-8.000,0.710,nan,-8.699,38.301,0.532,0.000,0.000,0.000,-8.541,1.737,-4.916,-4.403,73.368,-344.824,-53.426,208.662,-12.655,792.795,-5633.643,0.000,243.028,-1164.298,790.791,-4964.030,39.623,-10.827,130.314,11.360
-8.000,0.810,nan,-8.969,39.452,0.537,0.000,0.000,0.000,-8.807,1.780,-4.949,-4.399,76.070,-360.833,-54.817,211.777,-8.285,857.040,-6283.264,0.000,243.492,-1170.956,862.925,-5684.402,45.060,-11.775,141.789,-47.125
-8.000,0.910,nan,-9.278,41.055,0.697,0.000,0.000,0.000,-9.090,1.982,-4.587,-4.425,79.465,-389.104,-56.447,213.248,-7.151,934.763,-7052.715,0.000,244.624,-1178.087,948.459,-6513.008,61.201,-13.528,163.181,-64.750
