ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
-14.000,1.010,nan,-20.442,111.740,0.903,0.000,0.000,0.000,-19.617,5.821,-3.370,-5.466,102.408,-634.641,-35.056,-69.302,-24.871,1398.657,-11018.430,0.000,302.993,-1178.896,1349.813,-9085.249,315.405,-61.288,750.241,-87.022
-14.000,1.110,nan,-18.982,101.127,0.995,0.000,0.000,0.000,-18.178,5.558,-3.271,-5.327,93.253,-555.486,-39.596,-16.154,-28.020,1273.011,-9677.875,0.000,315.965,-1190.548,1286.483,-8152.733,236.924,-48.621,596.101,-72.787
-14.000,1.210,nan,-17.781,93.729,0.920,0.000,0.000,0.000,-17.031,5.194,-3.279,-5.271,86.194,-502.803,-41.480,12.292,-31.386,1188.199,-10422.610,0.000,317.940,-1678.125,1244.628,-11068.430,185.208,-41.034,503.368,-50.427
-14.000,1.310,nan,-17.144,88.419,0.867,0.000,0.000,0.000,-16.425,4.989,-3.292,-5.157,81.773,-464.666,-43.661,32.193,-32.694,1141.254,-10018.840,0.000,334.248,-1742.194,1227.935,-10962.850,166.320,-35.377,434.122,-39.593
-14.000,1.410,nan,-16.055,80.788,0.839,0.000,0.000,0.000,-15.375,4.698,-3.273,-5.032,75.285,-411.873,-45.940,64.990,-31.149,1047.601,-9094.574,0.000,340.540,-1766.914,1166.373,-10358.760,135.550,-27.764,340.763,-44.059
-14.000,1.510,nan,-15.451,75.927,0.807,0.000,0.000,0.000,-14.797,4.521,-3.273,-4.914,72.184,-383.602,-47.226,80.918,-31.216,998.432,-8586.139,0.000,346.505,-1790.345,1142.469,-10128.200,123.107,-23.707,291.033,-37.910
-14.000,1.610,nan,-15.007,72.778,0.788,0.000,0.000,0.000,-14.370,4.395,-3.270,-4.850,70.092,-366.046,-48.050,90.748,-27.948,967.366,-8289.344,0.000,352.273,-1813.007,1126.840,-9991.028,116.154,-21.381,262.513,-54.761
-14.000,1.710,nan,-14.719,70.670,0.776,0.000,0.000,0.000,-14.094,4.314,-3.267,-4.801,69.523,-357.371,-50.504,105.736,-25.170,957.831,-8206.525,0.000,365.306,-1864.210,919.729,-7412.101,-123.033,46.434,-570.183,13.567
-14.000,1.810,nan,-14.480,69.014,0.774,0.000,0.000,0.000,-13.863,4.254,-3.259,-4.766,69.580,-354.831,-53.284,120.946,-22.777,958.626,-8240.178,0.000,380.574,-1924.195,1016.913,-8547.133,-71.883,36.220,-444.800,-10.771
-14.000,1.910,nan,-14.232,67.112,0.758,0.000,0.000,0.000,-13.626,4.178,-3.261,-4.716,69.135,-349.347,-54.471,129.419,-20.693,952.354,-8203.186,0.000,388.610,-1955.766,1045.105,-8898.658,-60.580,32.103,-394.268,-26.707
-14.000,2.010,nan,-13.975,65.068,0.732,0.000,0.000,0.000,-13.383,4.091,-3.271,-4.656,68.060,-335.506,-55.633,137.730,-18.615,940.204,-8091.824,0.000,396.586,-1987.100,1066.948,-9171.128,-54.030,27.879,-342.394,-44.188
-14.000,2.110,nan,-13.630,62.964,0.707,0.000,0.000,0.000,-13.054,3.984,-3.277,-4.619,65.754,-319.723,-55.424,143.992,-16.821,911.885,-7830.144,0.000,398.768,-1995.673,1058.947,-9157.790,-45.963,24.239,-297.702,-57.710
-14.000,2.210,nan,-13.288,61.035,0.685,0.000,0.000,0.000,-12.728,3.879,-3.281,-4.593,62.941,-303.648,-53.582,143.495,-15.248,872.501,-7455.703,0.000,393.362,-1974.434,1018.245,-8811.890,-38.111,21.272,-261.261,-68.469
-14.000,2.310,nan,-12.980,59.303,0.663,0.000,0.000,0.000,-12.434,3.784,-3.286,-4.569,61.397,-294.394,-53.686,149.098,-13.937,851.186,-7267.189,0.000,397.241,-1989.671,1016.797,-8854.050,-30.899,18.805,-230.968,-76.937
-14.000,2.410,nan,-12.701,57.750,0.644,0.000,0.000,0.000,-12.168,3.697,-3.291,-4.547,60.385,-287.172,-54.090,154.912,-12.810,836.273,-7149.245,0.000,402.441,-2010.102,1022.062,-8956.761,-24.865,16.780,-206.091,-83.765
-14.000,2.510,nan,-12.431,56.247,0.625,0.000,0.000,0.000,-11.911,3.614,-3.296,-4.525,58.648,-276.574,-53.020,154.624,-11.825,813.892,-6956.135,0.000,400.204,-2001.314,998.656,-8766.459,-20.819,15.085,-185.279,-89.323
-14.000,2.610,nan,-12.158,54.776,0.608,0.000,0.000,0.000,-11.649,3.531,-3.299,-4.506,55.403,-261.338,-48.491,141.035,-11.005,769.515,-6539.699,0.000,380.544,-1924.074,904.854,-7858.946,-18.475,13.605,-167.092,-92.672
-14.000,2.710,nan,-11.910,53.426,0.593,0.000,0.000,0.000,-11.413,3.457,-3.302,-4.486,53.028,-249.729,-45.808,133.695,-10.309,738.595,-6256.824,0.000,369.381,-1880.219,848.546,-7324.602,-16.702,12.396,-152.248,-95.315
-14.000,2.810,nan,-11.683,52.170,0.578,0.000,0.000,0.000,-11.196,3.388,-3.305,-4.465,51.920,-243.007,-45.557,134.914,-9.703,725.073,-6148.266,0.000,369.607,-1881.109,842.121,-7292.280,-16.113,11.359,-139.517,-97.460
-14.000,2.910,nan,-11.475,51.009,0.565,0.000,0.000,0.000,-10.997,3.324,-3.308,-4.445,51.024,-237.260,-45.328,135.849,-9.149,712.536,-6047.021,0.000,369.811,-1881.909,835.970,-7258.470,-15.537,10.476,-128.661,-99.272
-14.000,3.010,nan,-11.288,49.964,0.553,0.000,0.000,0.000,-10.819,3.268,-3.311,-4.426,50.208,-232.117,-45.152,136.756,-8.704,701.138,-5955.330,0.000,369.993,-1882.625,830.471,-7226.421,-15.113,9.726,-119.459,-100.582
-14.000,3.110,nan,-11.120,49.019,0.547,0.000,0.000,0.000,-10.657,3.221,-3.309,-4.408,49.450,-227.450,-45.030,137.685,-8.644,690.655,-5871.499,0.000,370.156,-1883.265,825.484,-7195.559,-14.781,9.089,-111.630,-99.879
-14.000,3.210,nan,-8.991,42.175,0.529,0.000,0.000,0.000,-8.596,2.688,-3.197,-4.691,40.877,-193.720,-40.611,136.146,-7.388,607.777,-5560.852,0.000,370.300,-1883.831,813.111,-7670.887,36.127,-3.554,43.652,-93.566
-14.000,3.310,nan,-8.880,41.397,0.515,0.000,0.000,0.000,-8.492,2.648,-3.207,-4.662,40.514,-190.894,-41.880,155.262,-10.007,599.129,-5474.964,0.000,369.925,-1882.358,805.922,-7608.234,35.520,-3.416,41.961,-91.827
-14.000,3.410,nan,-8.746,40.562,0.501,0.000,0.000,0.000,-8.365,2.602,-3.215,-4.638,38.617,-182.525,-38.321,141.712,-9.649,569.338,-5175.877,0.000,354.093,-1820.159,735.523,-6904.936,34.859,-3.288,40.379,-90.126
-14.000,3.510,nan,-8.614,39.760,0.488,0.000,0.000,0.000,-8.240,2.557,-3.222,-4.616,36.647,-174.010,-34.779,128.281,-9.323,539.868,-4881.424,0.000,338.246,-1757.900,665.267,-6202.857,34.129,-3.181,39.067,-88.620
-14.000,3.610,nan,-8.486,38.995,0.477,0.000,0.000,0.000,-8.119,2.516,-3.227,-4.595,35.309,-167.934,-32.708,120.299,-9.015,520.382,-4688.408,0.000,329.263,-1722.610,625.147,-5806.703,33.788,-3.087,37.910,-87.399
-14.000,3.710,nan,-8.363,38.266,0.466,0.000,0.000,0.000,-8.002,2.475,-3.233,-4.576,34.536,-164.034,-31.906,117.017,-8.741,509.539,-4583.152,0.000,326.206,-1710.598,610.567,-5668.737,33.416,-3.000,36.847,-86.238
-14.000,3.810,nan,-8.251,37.599,0.456,0.000,0.000,0.000,-7.896,2.439,-3.238,-4.557,34.294,-162.151,-32.076,117.326,-8.491,505.659,-4548.733,0.000,327.907,-1717.282,615.593,-5728.501,33.017,-2.919,35.857,-85.121
-14.000,3.910,nan,-8.149,36.984,0.446,0.000,0.000,0.000,-7.800,2.404,-3.244,-4.538,34.503,-161.952,-32.357,117.982,-8.170,503.101,-4526.079,0.000,330.139,-1726.050,622.958,-5811.709,32.631,-2.849,34.996,-84.100
-14.000,4.010,nan,-8.049,36.388,0.436,0.000,0.000,0.000,-7.705,2.371,-3.250,-4.521,34.708,-161.791,-32.563,118.371,-7.848,500.184,-4500.172,0.000,331.970,-1733.242,628.697,-5878.424,32.255,-2.786,34.215,-83.137
-14.000,4.110,nan,-7.983,35.971,0.427,0.000,0.000,0.000,-7.642,2.345,-3.259,-4.506,34.645,-160.873,-31.721,114.926,-7.345,493.054,-4426.883,0.000,329.907,-1725.138,618.893,-5782.184,31.906,-2.715,33.349,-81.951
-14.000,4.210,nan,-8.879,38.459,0.418,0.000,0.000,0.000,-8.514,2.553,-3.334,-4.331,37.787,-171.598,-35.553,126.666,-9.394,523.005,-4511.502,0.000,331.896,-1732.954,661.374,-5977.170,44.065,-3.656,44.901,-97.236
-14.000,4.310,nan,-8.776,37.958,0.409,0.000,0.000,0.000,-8.416,2.520,-3.340,-4.325,37.848,-171.298,-35.772,127.293,-8.966,522.222,-4516.124,0.000,335.128,-1745.652,672.231,-6102.284,43.862,-3.569,43.831,-95.991
-14.000,4.410,nan,-8.672,37.445,0.401,0.000,0.000,0.000,-8.317,2.487,-3.344,-4.318,37.806,-170.638,-36.115,128.414,-8.665,521.583,-4521.933,0.000,338.352,-1758.315,682.935,-6227.051,43.682,-3.491,42.883,-94.886
-14.000,4.510,nan,-8.545,36.819,0.393,0.000,0.000,0.000,-8.196,2.449,-3.347,-4.309,37.409,-168.567,-36.088,128.148,-8.517,517.249,-4488.794,0.000,338.807,-1760.104,681.076,-6228.437,43.549,-3.402,41.784,-93.364
-14.000,4.610,nan,-8.427,36.236,0.385,0.000,0.000,0.000,-8.084,2.413,-3.351,-4.300,36.963,-166.352,-35.506,125.814,-8.324,509.619,-4420.988,0.000,336.624,-1751.528,668.417,-6119.334,43.449,-3.324,40.823,-91.984
-14.000,4.710,nan,-8.323,35.724,0.378,0.000,0.000,0.000,-7.984,2.380,-3.355,-4.292,36.760,-165.090,-34.776,122.989,-8.045,501.513,-4347.049,0.000,333.780,-1740.354,653.377,-5984.715,43.054,-3.234,39.723,-90.960
-14.000,4.810,nan,-8.226,35.255,0.370,0.000,0.000,0.000,-7.892,2.349,-3.359,-4.286,36.595,-164.096,-34.027,120.107,-7.757,493.772,-4275.578,0.000,330.928,-1729.151,638.657,-5851.495,42.618,-3.153,38.727,-90.073
-14.000,4.910,nan,-8.139,34.838,0.363,0.000,0.000,0.000,-7.809,2.321,-3.364,-4.280,36.477,-163.368,-33.299,117.322,-7.447,487.355,-4212.572,0.000,328.356,-1719.044,625.551,-5733.124,42.213,-3.080,37.827,-89.357
-14.000,5.010,nan,-8.056,34.441,0.356,0.000,0.000,0.000,-7.730,2.295,-3.369,-4.275,36.525,-163.299,-32.996,116.102,-7.148,483.650,-4178.584,0.000,327.797,-1716.847,621.200,-5703.045,41.881,-3.007,36.933,-88.620
