ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
-16.000,0.010,nan,-18.865,90.387,0.978,0.000,0.000,0.000,-17.864,6.140,-2.909,-4.791,77.019,-394.642,-39.885,121.523,-226.726,979.347,-6941.827,0.000,266.574,-1141.203,801.848,-4567.924,47.660,-31.606,379.421,1020.227
-16.000,0.110,nan,-18.974,90.693,0.662,0.000,0.000,0.000,-18.056,5.866,-3.078,-4.780,77.311,-396.829,-40.598,123.633,-204.321,983.970,-6948.551,0.000,268.702,-1141.484,813.367,-4589.414,44.047,-31.853,382.410,879.002
-16.000,0.210,nan,-19.098,91.590,0.605,0.000,0.000,0.000,-18.192,5.845,-3.112,-4.796,77.659,-399.357,-41.017,124.959,-181.113,992.566,-7005.937,0.000,270.829,-1142.443,822.455,-4599.036,38.590,-32.574,391.134,732.256
-16.000,0.310,nan,-19.217,92.416,0.573,0.000,0.000,0.000,-18.315,5.848,-3.132,-4.809,78.041,-401.788,-41.373,126.143,-157.733,1000.758,-7055.524,0.000,272.957,-1144.101,834.155,-4642.154,30.900,-33.194,398.681,586.229
-16.000,0.410,nan,-19.357,93.373,0.551,0.000,0.000,0.000,-18.456,5.865,-3.147,-4.824,78.510,-404.551,-41.715,127.181,-134.347,1009.850,-7110.173,0.000,275.085,-1146.498,848.363,-4712.847,24.967,-33.913,407.476,440.459
-16.000,0.510,nan,-19.535,94.552,0.534,0.000,0.000,0.000,-18.631,5.898,-3.159,-4.840,79.105,-407.809,-42.047,127.978,-110.927,1020.342,-7172.909,0.000,277.212,-1149.693,865.271,-4811.131,24.485,-34.827,418.680,293.977
-16.000,0.610,nan,-19.980,94.470,0.519,0.000,0.000,0.000,-19.063,6.006,-3.174,-4.728,80.994,-410.764,-43.097,127.466,-89.895,1020.743,-6980.240,0.000,279.340,-1153.760,883.708,-4815.007,41.186,-35.298,424.609,161.941
-16.000,0.710,nan,-19.903,95.870,0.506,0.000,0.000,0.000,-18.992,5.973,-3.180,-4.817,79.573,-410.286,-44.270,134.742,-61.459,1028.699,-7154.009,0.000,281.468,-1158.794,906.040,-5004.056,59.376,-35.775,430.476,-16.550
-16.000,0.810,nan,-20.709,101.036,0.511,0.000,0.000,0.000,-19.766,6.199,-3.189,-4.879,84.590,-448.694,-46.978,142.994,-38.436,1110.802,-7820.405,0.000,292.193,-1164.377,1022.305,-5776.640,108.033,-39.350,473.713,-167.847
-16.000,0.910,nan,-21.601,108.179,0.670,0.000,0.000,0.000,-20.579,6.598,-3.119,-5.008,89.116,-493.184,-48.588,145.140,-30.438,1200.544,-8681.356,0.000,297.986,-1171.138,1126.968,-6658.453,184.946,-45.215,545.255,-234.634
-16.000,1.010,nan,-24.015,134.004,0.888,0.000,0.000,0.000,-22.840,7.473,-3.056,-5.580,101.965,-634.831,-52.033,148.788,-60.512,1473.889,-11515.720,0.000,321.675,-1177.912,1410.748,-9111.675,304.779,-63.085,772.200,-97.478
-16.000,1.110,nan,-22.244,120.605,0.979,0.000,0.000,0.000,-21.112,7.073,-2.985,-5.422,93.345,-557.253,-53.822,162.893,-60.789,1340.891,-10050.270,0.000,337.756,-1189.099,1356.969,-8171.272,225.190,-50.003,613.029,-78.135
-16.000,1.210,nan,-20.807,111.390,0.898,0.000,0.000,0.000,-19.753,6.599,-2.993,-5.354,86.828,-507.193,-54.112,167.698,-62.542,1251.585,-11067.080,0.000,342.011,-1772.690,1322.326,-11872.420,174.574,-42.174,517.338,-51.127
-16.000,1.310,nan,-20.023,104.788,0.846,0.000,0.000,0.000,-19.015,6.332,-3.003,-5.233,82.857,-472.017,-55.066,170.549,-62.327,1200.271,-10622.350,0.000,359.266,-1840.481,1309.208,-11804.760,157.953,-36.333,445.852,-36.317
-16.000,1.410,nan,-18.716,95.343,0.818,0.000,0.000,0.000,-17.766,5.945,-2.988,-5.094,76.790,-421.396,-55.435,176.732,-56.845,1102.519,-9657.140,0.000,366.960,-1870.707,1252.050,-11244.880,129.730,-28.497,349.760,-37.631
-16.000,1.510,nan,-18.029,89.623,0.789,0.000,0.000,0.000,-17.113,5.728,-2.988,-4.971,75.052,-400.214,-57.969,186.147,-55.105,1068.146,-9295.315,0.000,385.706,-1944.354,1279.580,-11535.490,118.605,-24.326,298.625,-28.904
-16.000,1.610,nan,-17.546,86.012,0.773,0.000,0.000,0.000,-16.653,5.580,-2.985,-4.902,73.968,-387.901,-59.911,192.965,-49.478,1050.324,-9132.979,0.000,401.901,-2007.979,1303.782,-11801.660,112.531,-21.961,269.638,-46.849
-16.000,1.710,nan,-17.236,83.603,0.764,0.000,0.000,0.000,-16.357,5.485,-2.982,-4.851,73.194,-379.402,-61.017,197.271,-44.873,1036.143,-9002.885,0.000,412.299,-2048.831,1313.824,-11920.720,108.572,-20.046,246.149,-61.706
-16.000,1.810,nan,-16.983,81.744,0.764,0.000,0.000,0.000,-16.114,5.415,-2.976,-4.813,72.977,-374.750,-62.132,201.417,-40.937,1029.382,-8957.714,0.000,422.608,-2089.333,1332.005,-12136.300,107.263,-18.067,221.874,-75.134
-16.000,1.910,nan,-16.704,79.811,0.749,0.000,0.000,0.000,-15.850,5.325,-2.977,-4.778,71.465,-374.347,-59.586,192.448,-37.376,999.757,-8689.657,0.000,413.979,-2055.429,1273.714,-11577.460,105.390,-16.368,201.019,-85.034
-16.000,2.010,nan,-16.357,77.046,0.725,0.000,0.000,0.000,-15.524,5.206,-2.982,-4.710,68.885,-353.530,-59.556,193.050,-33.705,978.563,-8488.820,0.000,417.223,-2068.176,1261.357,-11470.760,101.715,-14.885,182.808,-96.984
-16.000,2.110,nan,-15.933,74.336,0.702,0.000,0.000,0.000,-15.122,5.066,-2.985,-4.666,66.965,-336.448,-59.845,196.592,-30.655,952.689,-8248.868,0.000,423.973,-2094.696,1255.464,-11440.700,92.498,-13.428,164.919,-104.899
-16.000,2.210,nan,-15.511,71.868,0.681,0.000,0.000,0.000,-14.722,4.929,-2.987,-4.634,64.212,-318.437,-57.647,190.643,-27.908,912.633,-7872.005,0.000,418.493,-2073.166,1199.083,-10901.150,85.415,-12.131,148.995,-110.946
-16.000,2.310,nan,-15.097,69.589,0.660,0.000,0.000,0.000,-14.330,4.796,-2.988,-4.610,59.545,-295.718,-50.635,166.606,-25.528,843.768,-7207.823,0.000,388.483,-1955.264,1044.617,-9366.908,80.863,-11.033,135.505,-115.475
-16.000,2.410,nan,-14.730,67.591,0.641,0.000,0.000,0.000,-13.983,4.676,-2.990,-4.589,57.941,-286.327,-49.546,164.080,-23.498,818.428,-6985.590,0.000,386.309,-1946.726,1013.624,-9081.468,77.348,-10.114,124.219,-118.882
-16.000,2.510,nan,-14.392,65.748,0.623,0.000,0.000,0.000,-13.662,4.566,-2.992,-4.569,56.890,-280.811,-49.019,163.349,-21.749,799.362,-6826.981,0.000,386.602,-1947.877,996.564,-8937.742,73.337,-9.318,114.442,-121.217
-16.000,2.610,nan,-14.076,63.987,0.607,0.000,0.000,0.000,-13.363,4.464,-2.994,-4.546,55.674,-272.016,-48.531,162.522,-20.253,782.121,-6684.978,0.000,386.868,-1948.919,981.802,-8816.047,69.173,-8.606,105.704,-121.897
-16.000,2.710,nan,-13.789,62.365,0.592,0.000,0.000,0.000,-13.091,4.370,-2.996,-4.523,54.548,-263.873,-48.120,161.807,-18.966,766.384,-6556.094,0.000,387.107,-1949.860,969.786,-8719.801,66.372,-7.989,98.116,-122.407
-16.000,2.810,nan,-13.526,60.891,0.579,0.000,0.000,0.000,-12.842,4.285,-2.997,-4.502,53.563,-257.679,-47.754,161.158,-17.837,752.230,-6442.599,0.000,387.324,-1950.710,960.869,-8656.716,64.792,-7.446,91.458,-122.708
-16.000,2.910,nan,-13.285,59.527,0.566,0.000,0.000,0.000,-12.614,4.206,-2.999,-4.481,52.509,-251.351,-47.075,159.255,-16.852,736.594,-6310.221,0.000,385.717,-1944.399,944.682,-8515.492,62.989,-6.967,85.565,-122.882
-16.000,3.010,nan,-13.031,58.158,0.555,0.000,0.000,0.000,-12.374,4.125,-2.999,-4.463,49.485,-237.775,-42.125,141.620,-16.020,691.024,-5871.899,0.000,362.311,-1852.445,839.794,-7472.063,61.195,-6.535,80.264,-122.692
-16.000,3.110,nan,-12.798,56.904,0.549,0.000,0.000,0.000,-12.150,4.055,-2.996,-4.446,46.835,-225.912,-38.022,127.102,-15.737,651.587,-5495.177,0.000,342.602,-1775.014,751.728,-6595.685,59.433,-6.143,75.444,-120.473
-16.000,3.210,nan,-10.327,48.707,0.531,0.000,0.000,0.000,-9.781,3.357,-2.913,-4.716,37.786,-189.755,-32.653,113.701,-12.082,560.432,-5108.116,0.000,338.682,-1759.612,664.818,-6179.358,36.831,-3.537,43.444,-92.941
-16.000,3.310,nan,-10.170,47.707,0.518,0.000,0.000,0.000,-9.633,3.301,-2.918,-4.691,37.322,-186.478,-32.432,112.725,-11.726,551.764,-5021.736,0.000,338.269,-1757.991,660.958,-6150.395,36.317,-3.410,41.886,-91.234
-16.000,3.410,nan,-10.024,46.783,0.504,0.000,0.000,0.000,-9.497,3.247,-2.925,-4.667,37.285,-184.928,-33.095,115.020,-11.380,549.547,-5001.696,0.000,342.177,-1773.342,675.099,-6303.341,35.740,-3.294,40.463,-89.598
-16.000,3.510,nan,-9.886,45.912,0.491,0.000,0.000,0.000,-9.367,3.197,-2.930,-4.644,37.287,-183.643,-33.313,115.613,-10.984,544.862,-4956.751,0.000,343.943,-1780.284,680.237,-6364.875,35.068,-3.201,39.310,-88.151
-16.000,3.610,nan,-9.751,45.081,0.481,0.000,0.000,0.000,-9.240,3.150,-2.934,-4.623,36.904,-181.038,-32.620,112.850,-10.559,534.395,-4853.887,0.000,341.315,-1769.959,667.017,-6241.119,34.656,-3.117,38.290,-87.048
-16.000,3.710,nan,-9.630,44.326,0.470,0.000,0.000,0.000,-9.127,3.106,-2.938,-4.603,37.163,-180.892,-33.231,114.889,-10.151,533.227,-4845.824,0.000,345.123,-1784.919,680.372,-6386.035,34.218,-3.041,37.344,-86.001
-16.000,3.810,nan,-9.515,43.614,0.460,0.000,0.000,0.000,-9.020,3.065,-2.943,-4.584,37.530,-181.234,-34.138,118.043,-9.775,534.319,-4861.069,0.000,350.330,-1805.375,699.594,-6589.517,33.757,-2.982,36.626,-85.107
-16.000,3.910,nan,-9.415,42.974,0.451,0.000,0.000,0.000,-8.926,3.028,-2.948,-4.564,37.555,-180.414,-34.428,118.987,-9.469,532.043,-4838.839,0.000,352.513,-1813.951,705.963,-6662.577,33.308,-2.938,36.083,-84.341
-16.000,4.010,nan,-9.317,42.355,0.441,0.000,0.000,0.000,-8.834,2.992,-2.952,-4.546,37.194,-178.223,-33.887,116.885,-9.179,524.406,-4762.479,0.000,350.686,-1806.774,695.261,-6562.723,32.870,-2.900,35.619,-83.639
-16.000,4.110,nan,-9.254,41.930,0.432,0.000,0.000,0.000,-8.776,2.966,-2.959,-4.531,36.789,-176.088,-32.720,112.460,-8.684,515.151,-4664.199,0.000,346.733,-1791.244,677.017,-6380.911,32.471,-2.856,35.072,-82.721
-16.000,4.210,nan,-10.249,44.758,0.423,0.000,0.000,0.000,-9.736,3.232,-3.012,-4.367,39.476,-185.170,-34.977,118.286,-11.082,536.092,-4662.833,0.000,342.771,-1775.677,694.296,-6322.488,44.808,-3.800,46.677,-97.146
-16.000,4.310,nan,-10.139,44.215,0.415,0.000,0.000,0.000,-9.632,3.194,-3.016,-4.361,39.405,-184.490,-34.054,114.758,-10.482,527.717,-4585.784,0.000,340.099,-1765.181,680.518,-6197.942,44.589,-3.725,45.746,-96.007
-16.000,4.410,nan,-10.024,43.650,0.407,0.000,0.000,0.000,-9.524,3.154,-3.019,-4.354,39.432,-184.198,-33.719,113.417,-10.006,522.504,-4542.284,0.000,339.768,-1763.878,676.432,-6172.766,44.397,-3.652,44.851,-94.941
-16.000,4.510,nan,-9.887,42.963,0.399,0.000,0.000,0.000,-9.394,3.109,-3.022,-4.346,39.470,-183.847,-33.788,113.547,-9.712,518.071,-4511.711,0.000,340.569,-1767.025,676.362,-6192.194,44.250,-3.567,43.809,-93.452
-16.000,4.610,nan,-9.762,42.341,0.392,0.000,0.000,0.000,-9.276,3.067,-3.024,-4.337,39.498,-183.533,-33.857,113.701,-9.447,514.269,-4484.624,0.000,341.363,-1770.144,676.595,-6213.575,44.132,-3.489,42.854,-92.061
-16.000,4.710,nan,-9.657,41.813,0.384,0.000,0.000,0.000,-9.177,3.031,-3.027,-4.330,39.352,-182.631,-33.591,112.775,-9.200,509.104,-4439.602,0.000,340.554,-1766.966,670.260,-6167.016,43.720,-3.393,41.674,-90.980
-16.000,4.810,nan,-9.563,41.338,0.377,0.000,0.000,0.000,-9.088,2.998,-3.031,-4.323,39.325,-182.058,-33.683,113.182,-8.959,507.083,-4424.116,0.000,341.618,-1771.147,671.905,-6199.436,43.289,-3.314,40.706,-90.121
-16.000,4.910,nan,-9.478,40.919,0.370,0.000,0.000,0.000,-9.009,2.968,-3.035,-4.317,39.297,-181.544,-33.780,113.625,-8.707,506.546,-4416.702,0.000,342.843,-1775.959,674.628,-6241.233,42.891,-3.254,39.972,-89.561
-16.000,5.010,nan,-9.396,40.518,0.364,0.000,0.000,0.000,-8.932,2.940,-3.039,-4.312,39.291,-181.136,-33.881,114.080,-8.460,505.907,-4409.750,0.000,344.061,-1780.746,677.581,-6285.035,42.564,-3.197,39.266,-89.018
