ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
-10.000,0.010,nan,-10.797,49.578,1.003,0.000,0.000,0.000,-10.459,2.863,-3.654,-4.592,76.918,-400.509,-48.718,194.182,-74.841,833.821,-6026.558,0.000,246.792,-1143.597,760.799,-4743.084,99.780,-12.124,145.568,596.865
-10.000,0.110,nan,-10.870,49.654,0.685,0.000,0.000,0.000,-10.586,2.562,-4.132,-4.568,77.425,-403.624,-49.279,194.081,-67.312,837.260,-6025.620,0.000,247.624,-1143.926,768.053,-4764.189,90.031,-12.173,146.168,520.638
-10.000,0.210,nan,-10.947,50.182,0.627,0.000,0.000,0.000,-10.672,2.518,-4.238,-4.584,78.096,-409.591,-49.705,195.730,-59.331,841.365,-6047.169,0.000,248.455,-1144.970,772.263,-4766.019,79.883,-12.407,148.999,438.899
-10.000,0.310,nan,-11.017,50.658,0.595,0.000,0.000,0.000,-10.746,2.499,-4.300,-4.598,78.742,-415.054,-50.059,197.266,-51.117,844.751,-6061.644,0.000,249.286,-1146.752,777.400,-4781.026,68.407,-12.616,151.553,355.734
-10.000,0.410,nan,-11.097,51.207,0.573,0.000,0.000,0.000,-10.829,2.492,-4.346,-4.614,79.496,-421.214,-50.422,198.944,-42.831,848.158,-6073.724,0.000,250.117,-1149.317,783.689,-4807.159,57.649,-12.865,154.606,272.377
-10.000,0.510,nan,-11.197,51.883,0.556,0.000,0.000,0.000,-10.930,2.492,-4.386,-4.634,80.436,-428.620,-50.818,200.848,-34.462,851.707,-6082.478,0.000,250.948,-1152.727,791.412,-4845.470,49.194,-13.188,158.565,188.721
-10.000,0.610,nan,-11.438,51.518,0.542,0.000,0.000,0.000,-11.170,2.520,-4.433,-4.504,82.335,-430.641,-51.783,197.053,-26.767,846.031,-5860.794,0.000,251.779,-1157.063,800.211,-4782.494,46.512,-13.310,160.141,112.732
-10.000,0.710,nan,-11.477,52.607,0.529,0.000,0.000,0.000,-11.211,2.514,-4.459,-4.584,82.109,-440.625,-52.725,200.756,-16.703,859.052,-6043.101,0.000,252.610,-1162.425,817.182,-4959.316,45.678,-13.204,158.911,11.822
-10.000,0.810,nan,-11.862,54.575,0.534,0.000,0.000,0.000,-11.589,2.586,-4.482,-4.601,85.763,-468.213,-54.146,204.369,-7.887,924.407,-6694.120,0.000,253.385,-1168.881,890.280,-5680.118,54.319,-14.481,174.367,-71.325
-10.000,0.910,nan,-12.308,57.438,0.695,0.000,0.000,0.000,-12.000,2.821,-4.254,-4.667,90.113,-509.966,-55.685,204.960,-5.191,1003.533,-7484.021,0.000,254.878,-1175.939,976.851,-6508.754,77.504,-16.501,199.027,-99.919
-10.000,1.010,nan,-13.460,69.144,0.918,0.000,0.000,0.000,-13.096,3.242,-4.040,-5.137,102.375,-651.172,-58.821,216.094,-13.523,1233.498,-9970.777,0.000,266.376,-1181.965,1212.054,-8829.611,138.306,-22.821,279.380,27.641
-10.000,1.110,nan,-12.607,63.656,1.012,0.000,0.000,0.000,-12.240,3.186,-3.842,-5.049,92.324,-563.502,-57.823,214.432,-15.340,1122.206,-8862.131,0.000,272.360,-1195.422,1127.310,-7915.682,108.744,-17.904,219.522,13.752
-10.000,1.210,nan,-11.880,59.703,0.955,0.000,0.000,0.000,-11.534,3.004,-3.840,-5.025,84.926,-505.509,-56.784,211.613,-16.899,1050.859,-9095.432,0.000,272.044,-1497.812,1080.584,-9322.214,89.931,-14.931,183.161,12.557
-10.000,1.310,nan,-11.539,56.907,0.902,0.000,0.000,0.000,-11.207,2.892,-3.875,-4.932,80.508,-463.633,-57.327,210.490,-17.211,1018.491,-8817.956,0.000,289.397,-1565.986,1069.088,-9265.504,80.430,-12.721,156.104,6.636
-10.000,1.410,nan,-10.890,52.781,0.874,0.000,0.000,0.000,-10.573,2.752,-3.842,-4.847,73.726,-407.542,-56.325,208.664,-15.738,935.705,-7990.283,0.000,293.374,-1581.612,1001.724,-8606.271,64.711,-9.864,121.074,-15.812
-10.000,1.510,nan,-10.507,49.889,0.835,0.000,0.000,0.000,-10.202,2.647,-3.854,-4.748,69.921,-372.274,-55.589,204.556,-15.413,891.039,-7531.848,0.000,296.999,-1595.854,971.980,-8318.429,57.921,-8.432,103.518,-21.380
-10.000,1.610,nan,-10.214,47.975,0.811,0.000,0.000,0.000,-9.918,2.573,-3.855,-4.697,67.150,-348.431,-54.962,201.349,-13.847,860.385,-7237.481,0.000,300.414,-1609.270,949.819,-8116.200,53.522,-7.631,93.698,-38.283
-10.000,1.710,nan,-10.005,46.621,0.795,0.000,0.000,0.000,-9.715,2.521,-3.854,-4.660,65.294,-331.212,-54.622,199.674,-12.506,839.381,-7039.037,0.000,303.693,-1622.152,936.243,-7997.601,50.444,-7.015,86.137,-51.755
-10.000,1.810,nan,-9.805,45.308,0.790,0.000,0.000,0.000,-9.519,2.480,-3.838,-4.621,63.684,-316.629,-54.310,198.141,-11.272,824.787,-6915.846,0.000,306.872,-1634.640,930.381,-7970.389,48.351,-6.375,78.284,-63.262
-10.000,1.910,nan,-9.611,44.026,0.771,0.000,0.000,0.000,-9.332,2.428,-3.843,-4.581,61.925,-299.774,-54.014,196.638,-10.186,814.026,-6836.738,0.000,309.972,-1646.819,927.833,-7981.108,45.576,-5.811,71.362,-74.063
-10.000,2.010,nan,-9.426,42.818,0.743,0.000,0.000,0.000,-9.154,2.368,-3.865,-4.543,60.323,-284.743,-53.733,195.306,-9.153,797.711,-6687.915,0.000,313.007,-1658.743,918.172,-7903.089,42.365,-5.337,65.546,-83.881
-10.000,2.110,nan,-9.185,41.548,0.716,0.000,0.000,0.000,-8.921,2.300,-3.878,-4.524,58.936,-275.984,-53.194,194.977,-8.160,774.598,-6483.502,0.000,315.987,-1670.449,900.033,-7749.493,38.531,-4.860,59.685,-91.511
-10.000,2.210,nan,-8.943,40.337,0.692,0.000,0.000,0.000,-8.687,2.234,-3.888,-4.510,57.597,-267.869,-52.580,194.284,-7.267,749.088,-6251.936,0.000,318.918,-1681.968,883.471,-7617.872,35.454,-4.442,54.553,-97.612
-10.000,2.310,nan,-8.723,39.223,0.669,0.000,0.000,0.000,-8.475,2.173,-3.899,-4.496,56.436,-260.814,-52.089,193.656,-6.499,726.936,-6053.163,0.000,322.122,-1694.552,869.587,-7508.865,33.330,-4.082,50.130,-102.575
-10.000,2.410,nan,-8.538,38.255,0.648,0.000,0.000,0.000,-8.296,2.120,-3.912,-4.481,56.004,-256.795,-52.596,196.432,-5.839,716.164,-5970.895,0.000,329.805,-1724.737,876.592,-7608.007,31.506,-3.747,46.023,-106.609
-10.000,2.510,nan,-8.369,37.363,0.628,0.000,0.000,0.000,-8.133,2.071,-3.926,-4.464,55.692,-253.545,-53.166,199.177,-5.270,709.230,-5929.477,0.000,337.454,-1754.787,887.345,-7746.850,29.308,-3.456,42.441,-109.789
-10.000,2.610,nan,-8.217,36.542,0.610,0.000,0.000,0.000,-7.987,2.028,-3.939,-4.447,55.295,-250.341,-53.405,200.490,-4.794,702.189,-5886.221,0.000,343.198,-1777.356,893.622,-7841.895,27.469,-3.189,39.164,-111.109
-10.000,2.710,nan,-8.086,35.800,0.593,0.000,0.000,0.000,-7.860,1.988,-3.953,-4.427,54.845,-247.254,-53.395,200.646,-4.385,694.601,-5833.089,0.000,347.255,-1793.293,894.440,-7876.952,25.905,-2.955,36.295,-112.114
-10.000,2.810,nan,-7.961,35.097,0.578,0.000,0.000,0.000,-7.740,1.952,-3.966,-4.408,54.115,-243.543,-53.455,200.977,-4.057,688.367,-5795.157,0.000,351.285,-1809.127,897.545,-7935.845,24.708,-2.748,33.746,-112.852
-10.000,2.910,nan,-7.847,34.441,0.564,0.000,0.000,0.000,-7.630,1.918,-3.979,-4.389,53.288,-239.549,-53.276,200.322,-3.780,680.782,-5740.384,0.000,353.787,-1818.955,895.117,-7934.942,23.640,-2.562,31.461,-113.388
-10.000,3.010,nan,-7.742,33.837,0.551,0.000,0.000,0.000,-7.529,1.887,-3.990,-4.370,52.177,-234.656,-52.495,197.400,-3.570,669.484,-5644.532,0.000,352.857,-1815.301,880.049,-7802.373,22.734,-2.393,29.387,-113.627
-10.000,3.110,nan,-7.651,33.298,0.544,0.000,0.000,0.000,-7.440,1.864,-3.991,-4.352,51.125,-230.129,-51.795,194.742,-3.555,659.127,-5555.680,0.000,351.905,-1811.563,865.757,-7674.427,21.879,-2.237,27.480,-112.560
-10.000,3.210,nan,-6.146,28.852,0.525,0.000,0.000,0.000,-5.962,1.584,-3.762,-4.694,41.589,-196.144,-45.206,179.761,-3.226,584.012,-5298.498,0.000,351.429,-1809.690,789.452,-7392.551,13.325,-1.235,15.162,-87.028
-10.000,3.310,nan,-6.081,28.345,0.510,0.000,0.000,0.000,-5.900,1.559,-3.785,-4.661,41.499,-194.694,-45.155,178.738,-3.116,580.937,-5273.635,0.000,354.031,-1819.914,792.285,-7431.426,13.208,-1.196,14.692,-85.785
-10.000,3.410,nan,-6.019,27.870,0.495,0.000,0.000,0.000,-5.842,1.533,-3.810,-4.630,41.420,-193.385,-45.127,177.853,-3.013,577.884,-5248.531,0.000,356.616,-1830.069,795.236,-7471.127,13.061,-1.158,14.228,-84.562
-10.000,3.510,nan,-5.951,27.390,0.482,0.000,0.000,0.000,-5.777,1.508,-3.831,-4.603,40.816,-190.230,-44.110,173.377,-2.916,567.380,-5146.656,0.000,354.164,-1820.437,778.077,-7306.918,12.888,-1.121,13.770,-83.374
-10.000,3.610,nan,-5.878,26.906,0.470,0.000,0.000,0.000,-5.707,1.484,-3.846,-4.578,39.761,-185.498,-42.276,165.943,-2.821,551.401,-4989.911,0.000,347.546,-1794.436,744.606,-6978.091,12.828,-1.087,13.350,-82.357
-10.000,3.710,nan,-5.806,26.445,0.459,0.000,0.000,0.000,-5.638,1.460,-3.861,-4.555,38.699,-180.812,-40.461,158.615,-2.733,535.706,-4836.473,0.000,340.913,-1768.377,711.118,-6648.673,12.759,-1.055,12.957,-81.372
-10.000,3.810,nan,-5.738,26.006,0.448,0.000,0.000,0.000,-5.573,1.438,-3.875,-4.533,37.606,-176.089,-38.663,151.389,-2.672,520.311,-4686.202,0.000,334.266,-1742.265,677.686,-6319.052,12.681,-1.023,12.565,-80.384
-10.000,3.910,nan,-5.672,25.589,0.438,0.000,0.000,0.000,-5.509,1.416,-3.890,-4.512,37.023,-172.943,-37.945,148.162,-2.619,512.172,-4609.526,0.000,332.604,-1735.736,665.984,-6209.258,12.605,-0.991,12.171,-79.393
-10.000,4.010,nan,-5.607,25.185,0.428,0.000,0.000,0.000,-5.447,1.395,-3.905,-4.492,36.605,-170.338,-37.602,146.339,-2.586,506.590,-4559.117,0.000,332.638,-1735.869,661.727,-6174.869,12.527,-0.959,11.776,-78.408
-10.000,4.110,nan,-5.568,24.920,0.418,0.000,0.000,0.000,-5.411,1.378,-3.925,-4.476,36.398,-168.726,-37.011,143.850,-2.446,502.631,-4517.429,0.000,332.661,-1735.958,658.644,-6146.810,12.452,-0.929,11.415,-77.225
-10.000,4.210,nan,-6.266,26.745,0.409,0.000,0.000,0.000,-6.100,1.490,-4.092,-4.268,39.782,-179.397,-40.699,152.227,-2.952,532.899,-4578.574,0.000,332.673,-1736.004,688.681,-6203.406,17.255,-1.194,14.662,-92.291
-10.000,4.310,nan,-6.194,26.396,0.400,0.000,0.000,0.000,-6.031,1.469,-4.105,-4.262,39.398,-177.325,-40.089,149.845,-2.827,527.887,-4539.875,0.000,332.674,-1736.010,684.490,-6176.498,17.271,-1.148,14.094,-90.926
-10.000,4.410,nan,-6.117,26.024,0.391,0.000,0.000,0.000,-5.956,1.447,-4.116,-4.254,38.958,-175.048,-39.617,147.868,-2.739,522.620,-4500.964,0.000,332.666,-1735.979,680.123,-6148.991,17.281,-1.106,13.586,-89.761
-10.000,4.510,nan,-6.024,25.567,0.383,0.000,0.000,0.000,-5.866,1.423,-4.123,-4.244,38.429,-172.319,-39.391,146.572,-2.709,516.432,-4458.478,0.000,332.649,-1735.912,675.056,-6118.095,17.289,-1.071,13.158,-88.241
-10.000,4.610,nan,-5.936,25.137,0.374,0.000,0.000,0.000,-5.781,1.400,-4.131,-4.235,37.918,-169.705,-39.123,145.149,-2.677,510.360,-4415.888,0.000,332.448,-1735.121,669.546,-6081.536,17.288,-1.036,12.720,-86.799
-10.000,4.710,nan,-5.845,24.714,0.367,0.000,0.000,0.000,-5.692,1.376,-4.137,-4.228,36.851,-165.109,-37.696,139.691,-2.633,496.780,-4295.681,0.000,326.519,-1711.827,641.475,-5815.500,17.109,-1.001,12.296,-85.625
-10.000,4.810,nan,-5.760,24.322,0.359,0.000,0.000,0.000,-5.610,1.354,-4.144,-4.223,35.758,-160.494,-36.247,134.190,-2.595,483.598,-4177.913,0.000,320.582,-1688.502,613.737,-5551.126,16.937,-0.966,11.864,-84.557
-10.000,4.910,nan,-5.683,23.971,0.352,0.000,0.000,0.000,-5.535,1.333,-4.153,-4.218,34.771,-156.322,-34.749,128.564,-2.539,470.937,-4063.114,0.000,314.638,-1665.150,586.366,-5288.985,16.723,-0.928,11.395,-83.621
-10.000,5.010,nan,-5.611,23.642,0.344,0.000,0.000,0.000,-5.466,1.313,-4.162,-4.213,33.936,-152.714,-33.258,122.952,-2.466,458.600,-3950.123,0.000,308.687,-1641.772,559.256,-5028.900,16.539,-0.892,10.958,-82.734
