ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
6.000,1.310,nan,6.378,-29.743,0.926,0.000,0.000,0.000,6.247,1.588,3.934,-4.663,64.078,-278.794,-55.256,248.353,5.951,921.310,-7370.141,0.000,260.261,-1451.520,860.262,-7086.442,-44.561,7.890,-96.822,10.466
6.000,1.410,nan,6.085,-28.157,0.898,0.000,0.000,0.000,5.957,1.529,3.896,-4.628,61.003,-266.615,-53.225,237.847,5.135,845.015,-6684.000,0.000,262.316,-1459.595,785.415,-6351.749,-35.663,6.190,-75.975,-19.507
6.000,1.510,nan,5.899,-26.913,0.855,0.000,0.000,0.000,5.778,1.467,3.939,-4.562,59.166,-256.043,-51.824,229.175,4.763,812.010,-6383.143,0.000,264.007,-1466.237,748.522,-5989.786,-31.851,5.295,-65.002,-32.644
6.000,1.610,nan,5.752,-26.081,0.827,0.000,0.000,0.000,5.634,1.424,3.957,-4.534,57.680,-248.808,-50.685,223.323,4.088,784.175,-6136.876,0.000,265.479,-1472.021,719.063,-5712.312,-29.127,4.792,-58.835,-46.844
6.000,1.710,nan,5.635,-25.435,0.809,0.000,0.000,0.000,5.519,1.393,3.962,-4.514,56.855,-244.868,-49.753,218.663,3.520,765.349,-5979.121,0.000,268.059,-1482.156,695.462,-5494.762,-27.056,4.404,-54.086,-58.247
6.000,1.810,nan,5.521,-24.808,0.801,0.000,0.000,0.000,5.408,1.374,3.937,-4.493,56.042,-240.185,-48.885,214.528,3.018,755.650,-5924.426,0.000,271.098,-1494.097,678.995,-5362.685,-25.118,3.999,-49.110,-68.376
6.000,1.910,nan,5.415,-24.241,0.780,0.000,0.000,0.000,5.304,1.342,3.953,-4.476,55.290,-235.963,-48.052,210.626,2.582,747.632,-5899.764,0.000,274.056,-1505.716,665.853,-5268.480,-23.369,3.648,-44.799,-77.231
6.000,2.010,nan,5.313,-23.687,0.750,0.000,0.000,0.000,5.206,1.301,4.000,-4.458,54.461,-231.732,-47.211,206.351,2.211,730.434,-5766.149,0.000,275.841,-1512.731,647.308,-5102.339,-21.699,3.352,-41.167,-85.039
6.000,2.110,nan,5.174,-23.041,0.722,0.000,0.000,0.000,5.070,1.259,4.027,-4.453,53.227,-226.139,-45.947,200.673,1.981,705.739,-5557.221,0.000,277.531,-1519.371,620.860,-4864.826,-19.816,3.044,-37.390,-91.578
6.000,2.210,nan,5.032,-22.416,0.697,0.000,0.000,0.000,4.932,1.219,4.046,-4.455,51.990,-220.736,-44.643,195.105,1.774,682.750,-5370.051,0.000,279.172,-1525.815,596.185,-4651.862,-18.182,2.773,-34.053,-96.824
6.000,2.310,nan,4.901,-21.822,0.673,0.000,0.000,0.000,4.804,1.181,4.067,-4.453,50.852,-215.632,-43.436,189.807,1.595,662.200,-5206.173,0.000,280.768,-1532.087,572.874,-4448.099,-17.176,2.539,-31.181,-100.899
6.000,2.410,nan,4.782,-21.271,0.650,0.000,0.000,0.000,4.687,1.147,4.088,-4.449,49.837,-211.028,-42.340,184.871,1.438,644.143,-5065.709,0.000,282.325,-1538.205,552.041,-4266.001,-16.327,2.338,-28.716,-104.116
6.000,2.510,nan,4.672,-20.753,0.629,0.000,0.000,0.000,4.581,1.114,4.111,-4.442,48.904,-206.684,-41.332,180.204,1.279,628.552,-4948.879,0.000,283.847,-1544.184,534.836,-4122.034,-15.207,2.164,-26.583,-106.557
6.000,2.610,nan,4.572,-20.267,0.611,0.000,0.000,0.000,4.483,1.085,4.130,-4.433,48.054,-202.633,-40.417,175.832,1.151,616.521,-4868.308,0.000,285.337,-1550.035,521.376,-4017.683,-14.278,2.006,-24.639,-107.453
6.000,2.710,nan,4.485,-19.821,0.593,0.000,0.000,0.000,4.398,1.059,4.153,-4.419,47.307,-198.903,-39.629,171.830,1.058,606.240,-4803.779,0.000,286.796,-1555.770,509.600,-3925.481,-13.499,1.871,-22.979,-108.129
6.000,2.810,nan,4.406,-19.406,0.577,0.000,0.000,0.000,4.321,1.035,4.176,-4.405,46.661,-195.511,-38.924,168.123,0.980,599.081,-4773.586,0.000,288.229,-1561.398,500.057,-3857.281,-12.927,1.753,-21.531,-108.562
6.000,2.910,nan,4.335,-19.021,0.562,0.000,0.000,0.000,4.252,1.013,4.200,-4.388,46.077,-192.363,-38.298,164.709,0.909,591.953,-4738.800,0.000,289.636,-1566.925,491.054,-3790.745,-12.392,1.649,-20.256,-108.881
6.000,3.010,nan,4.273,-18.674,0.549,0.000,0.000,0.000,4.192,0.993,4.221,-4.370,45.592,-189.636,-37.764,161.654,0.853,585.483,-4708.915,0.000,291.019,-1572.360,483.056,-3731.025,-11.927,1.558,-19.133,-109.110
6.000,3.110,nan,4.219,-18.361,0.542,0.000,0.000,0.000,4.139,0.980,4.225,-4.352,45.183,-187.263,-37.316,158.951,0.833,579.287,-4680.651,0.000,292.380,-1577.708,475.712,-3674.930,-11.483,1.476,-18.124,-108.996
6.000,3.210,nan,3.387,-16.141,0.522,0.000,0.000,0.000,3.314,0.874,3.793,-4.766,36.089,-162.679,-30.276,140.544,0.865,498.069,-4441.451,0.000,293.721,-1582.976,402.654,-3445.620,-6.912,0.859,-10.555,-85.545
6.000,3.310,nan,3.337,-15.795,0.507,0.000,0.000,0.000,3.266,0.853,3.828,-4.733,35.841,-160.336,-29.746,137.129,0.830,496.869,-4441.484,0.000,295.507,-1589.992,396.592,-3394.894,-6.899,0.846,-10.392,-84.626
6.000,3.410,nan,3.291,-15.470,0.492,0.000,0.000,0.000,3.221,0.833,3.867,-4.701,35.732,-158.526,-29.249,133.927,0.796,497.150,-4456.488,0.000,298.480,-1601.674,389.258,-3330.845,-6.878,0.833,-10.236,-83.712
6.000,3.510,nan,3.246,-15.164,0.478,0.000,0.000,0.000,3.179,0.815,3.902,-4.671,35.636,-156.870,-28.779,130.913,0.763,497.816,-4471.779,0.000,301.437,-1613.289,382.012,-3267.412,-6.843,0.821,-10.086,-82.804
6.000,3.610,nan,3.204,-14.875,0.466,0.000,0.000,0.000,3.138,0.798,3.930,-4.642,35.553,-155.355,-28.334,128.071,0.737,499.307,-4495.824,0.000,304.378,-1624.842,375.233,-3209.453,-6.870,0.810,-9.943,-81.908
6.000,3.710,nan,3.164,-14.602,0.454,0.000,0.000,0.000,3.099,0.783,3.960,-4.615,35.483,-153.968,-27.912,125.387,0.712,500.559,-4516.666,0.000,307.303,-1636.336,368.418,-3150.737,-6.891,0.798,-9.804,-81.019
6.000,3.810,nan,3.125,-14.343,0.443,0.000,0.000,0.000,3.062,0.768,3.989,-4.590,35.437,-152.741,-27.512,122.848,0.688,501.537,-4534.315,0.000,310.215,-1647.774,361.633,-3091.596,-6.907,0.788,-9.679,-80.154
6.000,3.910,nan,3.089,-14.102,0.432,0.000,0.000,0.000,3.027,0.753,4.020,-4.565,35.310,-151.330,-27.141,120.448,0.668,501.460,-4539.909,0.000,312.235,-1655.711,356.333,-3047.200,-6.924,0.778,-9.558,-79.300
6.000,4.010,nan,3.055,-13.873,0.422,0.000,0.000,0.000,2.995,0.739,4.052,-4.541,35.168,-149.923,-26.790,118.163,0.649,501.176,-4543.127,0.000,314.067,-1662.908,351.382,-3006.336,-6.942,0.769,-9.440,-78.454
6.000,4.110,nan,3.036,-13.723,0.412,0.000,0.000,0.000,2.976,0.727,4.094,-4.520,35.162,-149.267,-26.176,115.232,0.589,501.887,-4550.708,0.000,315.764,-1669.574,347.771,-2973.403,-6.963,0.759,-9.323,-77.406
6.000,4.210,nan,3.486,-14.817,0.402,0.000,0.000,0.000,3.425,0.764,4.480,-4.251,38.846,-158.018,-30.250,125.190,0.808,529.253,-4598.465,0.000,315.874,-1670.008,380.010,-3045.097,-9.749,1.022,-12.549,-92.396
6.000,4.310,nan,3.448,-14.626,0.393,0.000,0.000,0.000,3.388,0.751,4.510,-4.242,38.446,-156.239,-29.619,122.411,0.785,527.427,-4589.300,0.000,315.974,-1670.401,377.216,-3033.474,-9.842,1.003,-12.315,-91.091
6.000,4.410,nan,3.408,-14.423,0.384,0.000,0.000,0.000,3.349,0.738,4.537,-4.232,38.015,-154.312,-29.136,120.089,0.763,525.369,-4579.166,0.000,316.064,-1670.754,374.248,-3021.355,-9.938,0.985,-12.094,-89.895
6.000,4.510,nan,3.361,-14.179,0.375,0.000,0.000,0.000,3.304,0.725,4.558,-4.218,37.305,-151.274,-28.920,118.519,0.777,522.474,-4565.372,0.000,316.145,-1671.071,370.609,-3006.090,-10.043,0.980,-12.036,-88.719
6.000,4.610,nan,3.318,-13.952,0.367,0.000,0.000,0.000,3.261,0.712,4.581,-4.205,36.663,-148.504,-28.697,116.983,0.786,519.908,-4553.284,0.000,316.216,-1671.353,367.251,-2992.520,-10.155,0.974,-11.958,-87.569
6.000,4.710,nan,3.278,-13.752,0.359,0.000,0.000,0.000,3.222,0.700,4.606,-4.195,36.107,-146.138,-28.461,115.548,0.789,517.714,-4542.340,0.000,316.280,-1671.603,364.280,-2981.603,-10.106,0.951,-11.686,-86.578
6.000,4.810,nan,3.237,-13.555,0.351,0.000,0.000,0.000,3.183,0.687,4.629,-4.187,35.864,-144.862,-28.197,114.078,0.770,516.151,-4535.705,0.000,316.621,-1672.942,361.173,-2967.677,-10.059,0.930,-11.422,-85.678
6.000,4.910,nan,3.186,-13.333,0.343,0.000,0.000,0.000,3.133,0.675,4.644,-4.184,36.556,-146.800,-27.873,112.473,0.670,516.574,-4544.068,0.000,317.741,-1677.342,357.222,-2943.644,-10.019,0.910,-11.183,-84.981
6.000,5.010,nan,3.140,-13.129,0.336,0.000,0.000,0.000,3.088,0.663,4.661,-4.180,36.753,-147.166,-27.555,110.912,0.586,513.200,-4515.059,0.000,316.106,-1670.917,356.698,-2953.485,-10.001,0.890,-10.935,-84.250
