ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
-12.000,2.910,nan,-9.699,42.778,0.564,0.000,0.000,0.000,-9.370,2.569,-3.648,-4.410,53.238,-239.644,-53.087,183.131,-6.492,723.153,-6149.086,0.000,379.630,-1920.483,957.654,-8582.480,28.823,-1.984,24.365,-113.627
-12.000,3.010,nan,-9.542,41.916,0.552,0.000,0.000,0.000,-9.219,2.524,-3.652,-4.393,51.038,-229.599,-50.192,173.193,-6.162,695.482,-5891.231,0.000,367.651,-1873.425,897.685,-7994.743,27.631,-1.839,22.592,-113.887
-12.000,3.110,nan,-9.401,41.136,0.545,0.000,0.000,0.000,-9.082,2.488,-3.650,-4.376,48.905,-220.049,-47.366,163.411,-6.116,668.737,-5640.815,0.000,355.652,-1826.284,838.525,-7411.917,26.560,-1.703,20.919,-112.510
-12.000,3.210,nan,-7.571,35.460,0.527,0.000,0.000,0.000,-7.296,2.090,-3.492,-4.684,39.808,-185.285,-40.965,151.115,-5.240,584.019,-5301.970,0.000,351.604,-1810.379,751.207,-7012.840,16.199,-0.848,10.421,-87.354
-12.000,3.310,nan,-7.473,34.783,0.513,0.000,0.000,0.000,-7.204,2.055,-3.505,-4.654,39.353,-182.204,-40.564,149.159,-5.071,576.778,-5232.693,0.000,351.736,-1810.897,745.827,-6967.988,15.738,-0.784,9.629,-85.932
-12.000,3.410,nan,-7.380,34.145,0.498,0.000,0.000,0.000,-7.115,2.021,-3.520,-4.627,38.899,-179.236,-40.182,147.296,-4.916,569.708,-5165.364,0.000,351.851,-1811.349,740.574,-6924.047,15.255,-0.718,8.820,-84.548
-12.000,3.510,nan,-7.290,33.541,0.485,0.000,0.000,0.000,-7.030,1.990,-3.533,-4.601,38.465,-176.432,-39.818,145.517,-4.770,562.522,-5096.346,0.000,351.950,-1811.739,735.481,-6881.558,14.739,-0.649,7.972,-83.212
-12.000,3.610,nan,-7.204,32.972,0.473,0.000,0.000,0.000,-6.948,1.961,-3.543,-4.577,38.130,-174.058,-39.468,143.796,-4.606,555.756,-5031.625,0.000,352.034,-1812.070,730.764,-6843.314,14.301,-0.578,7.094,-82.096
-12.000,3.710,nan,-7.123,32.436,0.462,0.000,0.000,0.000,-6.871,1.933,-3.554,-4.554,37.871,-172.031,-39.132,142.133,-4.443,549.368,-4970.812,0.000,352.104,-1812.346,726.022,-6804.359,13.844,-0.503,6.181,-80.990
-12.000,3.810,nan,-7.044,31.923,0.452,0.000,0.000,0.000,-6.796,1.906,-3.565,-4.532,37.608,-170.062,-38.810,140.539,-4.298,543.242,-4913.259,0.000,352.162,-1812.570,721.328,-6765.071,13.370,-0.425,5.224,-79.889
-12.000,3.910,nan,-6.953,31.384,0.442,0.000,0.000,0.000,-6.710,1.878,-3.573,-4.514,36.615,-165.493,-37.231,134.353,-4.162,528.480,-4769.336,0.000,345.910,-1788.010,691.087,-6466.707,12.893,-0.356,4.370,-78.955
-12.000,4.010,nan,-6.857,30.834,0.432,0.000,0.000,0.000,-6.617,1.848,-3.581,-4.497,35.222,-159.494,-34.890,125.377,-4.032,508.534,-4573.503,0.000,335.823,-1748.382,645.294,-6010.734,12.369,-0.281,3.454,-78.042
-12.000,4.110,nan,-6.791,30.444,0.422,0.000,0.000,0.000,-6.555,1.825,-3.592,-4.483,33.889,-153.946,-32.326,115.878,-3.810,490.168,-4386.451,0.000,325.725,-1708.710,600.619,-5560.435,11.796,-0.210,2.582,-76.935
-12.000,4.210,nan,-7.578,32.561,0.413,0.000,0.000,0.000,-7.327,1.980,-3.701,-4.297,35.989,-160.726,-33.819,115.221,-4.678,506.802,-4322.996,0.000,316.972,-1674.321,592.530,-5228.719,15.336,-0.045,0.553,-90.825
-12.000,4.310,nan,-7.477,32.084,0.404,0.000,0.000,0.000,-7.230,1.950,-3.708,-4.291,35.440,-158.166,-32.901,111.926,-4.467,498.522,-4251.054,0.000,314.676,-1665.301,579.893,-5113.884,14.259,0.101,-1.240,-89.413
-12.000,4.410,nan,-7.379,31.613,0.396,0.000,0.000,0.000,-7.135,1.921,-3.714,-4.284,35.333,-157.190,-32.657,110.974,-4.285,494.050,-4218.466,0.000,315.111,-1667.010,578.039,-5108.996,12.958,0.271,-3.332,-88.118
-12.000,4.510,nan,-7.263,31.047,0.387,0.000,0.000,0.000,-7.023,1.889,-3.718,-4.275,35.214,-156.051,-32.760,111.068,-4.187,490.391,-4193.965,0.000,316.170,-1671.172,577.769,-5123.286,11.350,0.443,-5.439,-86.434
-12.000,4.610,nan,-7.152,30.510,0.379,0.000,0.000,0.000,-6.917,1.858,-3.723,-4.266,35.087,-154.939,-32.862,111.223,-4.087,486.921,-4171.313,0.000,317.221,-1675.301,577.368,-5134.222,9.303,0.649,-7.969,-84.862
-12.000,4.710,nan,-7.048,30.021,0.372,0.000,0.000,0.000,-6.817,1.829,-3.727,-4.259,34.938,-153.812,-32.968,111.671,-3.982,483.621,-4150.853,0.000,318.265,-1679.400,578.343,-5160.007,7.985,0.718,-8.816,-83.874
-12.000,4.810,nan,-6.951,29.566,0.364,0.000,0.000,0.000,-6.723,1.801,-3.732,-4.253,34.566,-151.917,-32.540,110.194,-3.870,477.108,-4097.834,0.000,316.878,-1673.954,569.083,-5080.097,6.532,0.808,-9.919,-82.973
-12.000,4.910,nan,-6.869,29.181,0.357,0.000,0.000,0.000,-6.645,1.777,-3.739,-4.248,34.507,-151.257,-32.712,110.997,-3.764,475.282,-4091.976,0.000,318.673,-1681.005,572.951,-5131.284,4.899,0.927,-11.385,-82.231
-12.000,5.010,nan,-6.793,28.820,0.350,0.000,0.000,0.000,-6.572,1.755,-3.745,-4.243,34.364,-150.341,-32.893,111.848,-3.687,473.718,-4087.819,0.000,320.462,-1688.032,576.783,-5181.021,3.008,1.070,-13.141,-81.470
