ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
-2.000,0.010,nan,-1.851,9.119,1.010,0.000,0.000,0.000,-1.814,1.074,-1.689,-4.928,53.830,-260.365,-52.688,263.595,0.098,670.144,-4977.435,0.000,215.088,-1152.108,678.862,-4781.868,18.863,-1.801,21.632,-18.699
-2.000,0.110,nan,-1.867,9.107,0.691,0.000,0.000,0.000,-1.842,0.755,-2.438,-4.878,54.289,-260.043,-53.171,263.252,0.071,674.786,-4994.262,0.000,215.110,-1152.602,683.749,-4805.598,17.121,-1.831,21.986,-18.811
-2.000,0.210,nan,-1.884,9.221,0.632,0.000,0.000,0.000,-1.861,0.698,-2.666,-4.895,54.755,-263.169,-53.666,266.663,0.035,676.563,-4997.475,0.000,215.132,-1153.950,685.393,-4807.563,15.549,-1.876,22.534,-17.859
-2.000,0.310,nan,-1.897,9.321,0.601,0.000,0.000,0.000,-1.875,0.666,-2.813,-4.913,55.131,-265.915,-54.059,269.647,-0.003,678.530,-5006.302,0.000,215.154,-1156.186,687.740,-4819.704,13.649,-1.912,22.969,-17.997
-2.000,0.410,nan,-1.912,9.436,0.579,0.000,0.000,0.000,-1.890,0.645,-2.931,-4.936,55.542,-269.072,-54.485,273.077,-0.044,681.146,-5021.058,0.000,215.176,-1159.369,691.078,-4840.669,11.883,-1.951,23.448,-18.025
-2.000,0.510,nan,-1.929,9.579,0.562,0.000,0.000,0.000,-1.908,0.629,-3.036,-4.965,56.039,-272.986,-54.994,277.341,-0.087,684.744,-5043.535,0.000,215.197,-1163.576,695.714,-4871.649,10.576,-1.999,24.035,-17.536
-2.000,0.610,nan,-1.963,9.434,0.547,0.000,0.000,0.000,-1.942,0.615,-3.158,-4.807,57.031,-268.895,-55.914,273.167,-0.191,686.783,-4936.995,0.000,215.219,-1168.912,702.066,-4805.409,9.915,-2.022,24.335,-19.042
-2.000,0.710,nan,-1.995,9.622,0.534,0.000,0.000,0.000,-1.975,0.604,-3.272,-4.822,57.880,-274.266,-56.937,278.563,-0.312,703.602,-5118.458,0.000,215.241,-1175.502,715.822,-4976.913,10.270,-2.090,25.153,-17.385
-2.000,0.810,nan,-2.060,9.929,0.539,0.000,0.000,0.000,-2.040,0.611,-3.339,-4.821,59.721,-282.798,-58.780,287.598,-0.420,771.992,-5817.963,0.000,215.203,-1183.371,785.836,-5687.544,11.853,-2.230,26.862,-12.408
-2.000,0.910,nan,-2.143,10.334,0.700,0.000,0.000,0.000,-2.118,0.775,-2.733,-4.822,62.060,-293.972,-61.233,299.644,-0.305,854.614,-6629.354,0.000,215.677,-1190.738,868.792,-6505.961,15.674,-2.613,31.525,0.665
-2.000,1.010,nan,-2.334,12.114,0.926,0.000,0.000,0.000,-2.301,1.007,-2.286,-5.189,67.409,-343.442,-66.931,352.410,-0.344,1068.059,-8953.727,0.000,219.589,-1194.162,1081.411,-8807.111,25.155,-3.789,46.387,73.617
-2.000,1.110,nan,-2.202,11.193,1.020,0.000,0.000,0.000,-2.165,1.096,-1.975,-5.082,63.679,-318.695,-63.148,324.591,-0.239,968.807,-8022.000,0.000,220.456,-1216.690,982.358,-7900.945,20.168,-3.026,37.102,38.235
-2.000,1.210,nan,-2.091,10.551,0.992,0.000,0.000,0.000,-2.055,1.064,-1.931,-5.045,60.496,-301.189,-59.991,305.402,-0.157,902.883,-7565.166,0.000,214.327,-1271.062,915.569,-7538.377,16.742,-2.577,31.618,13.715
