ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
10.000,1.010,nan,13.460,-69.144,0.918,0.000,0.000,0.000,13.096,3.242,4.040,-5.137,98.118,-594.599,-53.043,194.010,13.523,1120.258,-7921.162,0.000,272.690,-1181.229,1053.175,-8830.347,-138.306,22.821,-279.380,27.641
10.000,1.110,nan,12.607,-63.656,1.012,0.000,0.000,0.000,12.240,3.186,3.842,-5.049,89.776,-524.874,-51.375,189.593,15.340,1035.874,-7147.432,0.000,283.670,-1193.775,944.636,-7917.329,-108.744,17.904,-219.522,13.752
10.000,1.210,nan,11.880,-59.703,0.955,0.000,0.000,0.000,11.534,3.004,3.840,-5.025,83.302,-478.189,-49.373,183.048,16.899,977.129,-7773.836,0.000,284.808,-1547.961,870.862,-7186.352,-89.931,14.931,-183.161,12.557
10.000,1.310,nan,11.539,-56.907,0.902,0.000,0.000,0.000,11.207,2.892,3.875,-4.932,79.231,-443.607,-49.091,178.458,17.211,949.642,-7638.277,0.000,299.888,-1607.205,840.554,-6935.326,-80.430,12.721,-156.104,6.636
10.000,1.410,nan,10.890,-52.781,0.874,0.000,0.000,0.000,10.573,2.752,3.842,-4.847,73.044,-395.042,-47.765,175.391,15.738,879.974,-7038.706,0.000,304.379,-1624.846,764.087,-6183.438,-64.711,9.864,-121.074,-15.811
10.000,1.510,nan,10.507,-49.889,0.835,0.000,0.000,0.000,10.202,2.647,3.854,-4.748,69.790,-366.278,-46.704,170.050,15.413,855.335,-6836.015,0.000,308.522,-1641.125,725.188,-5802.542,-57.921,8.432,-103.518,-21.380
10.000,1.610,nan,10.214,-47.975,0.811,0.000,0.000,0.000,9.918,2.573,3.855,-4.697,67.492,-347.948,-45.750,165.614,13.847,830.238,-6630.965,0.000,312.459,-1656.589,693.842,-5507.023,-53.522,7.631,-93.698,-38.283
10.000,1.710,nan,10.005,-46.621,0.795,0.000,0.000,0.000,9.715,2.521,3.854,-4.660,66.085,-335.830,-45.083,162.713,12.506,813.106,-6501.906,0.000,316.261,-1671.528,671.061,-5294.988,-50.444,7.015,-86.137,-51.755
10.000,1.810,nan,9.805,-45.308,0.790,0.000,0.000,0.000,9.519,2.480,3.838,-4.621,65.071,-327.967,-44.443,159.956,11.272,801.952,-6468.145,0.000,319.965,-1686.079,655.981,-5174.228,-48.351,6.375,-78.284,-63.262
10.000,1.910,nan,9.611,-44.026,0.771,0.000,0.000,0.000,9.332,2.428,3.843,-4.581,63.678,-315.471,-43.819,157.230,10.186,793.528,-6456.896,0.000,323.591,-1700.324,644.204,-5091.314,-45.576,5.811,-71.362,-74.063
10.000,2.010,nan,9.426,-42.818,0.743,0.000,0.000,0.000,9.154,2.368,3.865,-4.543,62.302,-303.189,-43.210,154.677,9.153,779.008,-6362.019,0.000,327.153,-1714.319,625.304,-4919.591,-42.365,5.337,-65.546,-83.881
10.000,2.110,nan,9.185,-41.548,0.716,0.000,0.000,0.000,8.921,2.300,3.878,-4.524,60.926,-292.367,-42.342,153.130,8.160,757.863,-6192.531,0.000,331.536,-1731.541,596.841,-4661.318,-38.531,4.860,-59.685,-91.511
10.000,2.210,nan,8.943,-40.337,0.692,0.000,0.000,0.000,8.687,2.234,3.888,-4.510,60.243,-285.289,-41.402,151.231,7.267,745.772,-6115.570,0.000,341.407,-1770.319,563.141,-4356.013,-35.454,4.442,-54.553,-97.612
10.000,2.310,nan,8.723,-39.223,0.669,0.000,0.000,0.000,8.475,2.173,3.899,-4.496,59.640,-278.719,-40.526,149.175,6.499,737.650,-6077.481,0.000,350.922,-1807.701,531.316,-4065.211,-33.330,4.082,-50.130,-102.575
10.000,2.410,nan,8.538,-38.255,0.648,0.000,0.000,0.000,8.296,2.120,3.912,-4.481,58.571,-271.338,-39.778,147.334,5.839,725.837,-6001.867,0.000,355.882,-1827.188,508.906,-3866.350,-31.506,3.747,-46.023,-106.609
10.000,2.510,nan,8.369,-37.363,0.628,0.000,0.000,0.000,8.133,2.071,3.926,-4.464,57.656,-265.113,-39.092,145.463,5.270,715.558,-5941.052,0.000,360.809,-1846.543,490.239,-3707.153,-29.308,3.456,-42.441,-109.789
10.000,2.610,nan,8.217,-36.542,0.610,0.000,0.000,0.000,7.987,2.028,3.939,-4.447,56.842,-259.370,-38.474,143.626,4.794,706.758,-5895.652,0.000,365.705,-1865.777,475.190,-3586.156,-27.469,3.189,-39.164,-111.109
10.000,2.710,nan,8.086,-35.800,0.593,0.000,0.000,0.000,7.860,1.988,3.953,-4.427,55.543,-252.058,-37.958,141.919,4.385,692.989,-5799.313,0.000,364.733,-1861.959,469.038,-3550.586,-25.905,2.955,-36.295,-112.114
10.000,2.810,nan,7.961,-35.097,0.578,0.000,0.000,0.000,7.740,1.952,3.966,-4.408,54.129,-244.602,-37.512,140.387,4.057,682.349,-5737.665,0.000,363.056,-1855.370,466.005,-3547.281,-24.708,2.748,-33.746,-112.852
10.000,2.910,nan,7.847,-34.441,0.564,0.000,0.000,0.000,7.630,1.918,3.979,-4.389,52.905,-238.059,-37.116,138.931,3.780,673.037,-5686.111,0.000,362.859,-1854.596,461.254,-3522.833,-23.640,2.562,-31.461,-113.388
10.000,3.010,nan,7.742,-33.837,0.551,0.000,0.000,0.000,7.529,1.887,3.990,-4.370,52.107,-233.337,-36.773,137.617,3.570,669.044,-5687.883,0.000,366.048,-1867.127,452.515,-3454.355,-22.734,2.393,-29.387,-113.627
10.000,3.110,nan,7.651,-33.298,0.544,0.000,0.000,0.000,7.440,1.864,3.991,-4.352,51.375,-229.084,-36.511,136.566,3.555,665.203,-5690.584,0.000,369.217,-1879.576,444.548,-3390.465,-21.879,2.237,-27.480,-112.560
10.000,3.210,nan,6.146,-28.852,0.525,0.000,0.000,0.000,5.962,1.584,3.762,-4.694,41.816,-193.300,-30.250,122.791,3.226,578.224,-5341.816,0.000,364.397,-1860.639,382.229,-3250.254,-13.325,1.235,-15.162,-87.028
10.000,3.310,nan,6.081,-28.345,0.510,0.000,0.000,0.000,5.900,1.559,3.785,-4.661,40.432,-186.712,-29.865,120.544,3.116,564.438,-5204.649,0.000,355.360,-1825.134,390.815,-3347.410,-13.207,1.196,-14.692,-85.785
10.000,3.410,nan,6.019,-27.870,0.495,0.000,0.000,0.000,5.842,1.533,3.810,-4.630,39.056,-180.274,-29.504,118.435,3.013,550.539,-5065.033,0.000,346.305,-1789.563,399.517,-3445.371,-13.061,1.158,-14.228,-84.562
10.000,3.510,nan,5.951,-27.390,0.482,0.000,0.000,0.000,5.777,1.508,3.831,-4.603,38.226,-175.953,-29.118,116.280,2.916,543.394,-4994.426,0.000,342.255,-1773.650,400.851,-3468.491,-12.888,1.121,-13.770,-83.374
10.000,3.610,nan,5.878,-26.906,0.470,0.000,0.000,0.000,5.707,1.484,3.846,-4.578,37.878,-173.486,-28.714,114.098,2.822,542.758,-4991.825,0.000,342.341,-1773.988,396.409,-3433.711,-12.828,1.087,-13.350,-82.357
10.000,3.710,nan,5.806,-26.445,0.459,0.000,0.000,0.000,5.638,1.460,3.861,-4.555,37.564,-171.222,-28.328,112.023,2.733,541.792,-4984.497,0.000,342.412,-1774.268,391.948,-3398.325,-12.759,1.055,-12.957,-81.372
10.000,3.810,nan,5.738,-26.006,0.448,0.000,0.000,0.000,5.573,1.438,3.875,-4.533,37.218,-168.929,-27.959,110.049,2.672,541.417,-4975.980,0.000,342.470,-1774.496,387.541,-3362.715,-12.681,1.023,-12.565,-80.384
10.000,3.910,nan,5.672,-25.589,0.438,0.000,0.000,0.000,5.509,1.416,3.890,-4.512,36.824,-166.538,-27.606,108.166,2.619,541.766,-4969.388,0.000,342.516,-1774.674,383.250,-3328.020,-12.605,0.991,-12.171,-79.393
10.000,4.010,nan,5.607,-25.185,0.428,0.000,0.000,0.000,5.447,1.395,3.905,-4.492,36.421,-164.160,-27.264,106.351,2.586,542.145,-4962.583,0.000,342.549,-1774.805,379.016,-3293.897,-12.527,0.959,-11.776,-78.408
10.000,4.110,nan,5.568,-24.920,0.418,0.000,0.000,0.000,5.411,1.378,3.925,-4.476,36.172,-162.562,-26.673,103.869,2.446,543.955,-4962.656,0.000,342.571,-1774.892,375.953,-3266.088,-12.452,0.929,-11.415,-77.225
10.000,4.210,nan,6.266,-26.745,0.409,0.000,0.000,0.000,6.100,1.490,4.092,-4.268,39.219,-172.500,-30.361,112.251,2.952,567.265,-5002.847,0.000,341.228,-1769.614,407.676,-3339.804,-17.255,1.194,-14.662,-92.291
10.000,4.310,nan,6.194,-26.396,0.400,0.000,0.000,0.000,6.031,1.469,4.105,-4.262,38.063,-167.698,-29.748,109.862,2.827,555.866,-4889.745,0.000,333.407,-1738.889,413.125,-3410.583,-17.271,1.148,-14.094,-90.926
10.000,4.410,nan,6.117,-26.024,0.391,0.000,0.000,0.000,5.956,1.447,4.116,-4.254,36.953,-163.034,-29.273,107.878,2.739,544.216,-4775.510,0.000,325.577,-1708.126,418.396,-3480.746,-17.281,1.106,-13.586,-89.761
10.000,4.510,nan,6.024,-25.567,0.383,0.000,0.000,0.000,5.866,1.423,4.123,-4.244,35.748,-157.899,-29.043,106.576,2.709,531.828,-4658.074,0.000,317.738,-1677.329,422.966,-3547.510,-17.289,1.071,-13.158,-88.241
10.000,4.610,nan,5.936,-25.137,0.374,0.000,0.000,0.000,5.781,1.400,4.131,-4.235,34.574,-152.926,-28.805,105.270,2.677,519.902,-4544.605,0.000,310.066,-1647.190,427.537,-3613.112,-17.288,1.036,-12.720,-86.799
10.000,4.710,nan,5.845,-24.714,0.367,0.000,0.000,0.000,5.692,1.376,4.137,-4.228,34.006,-150.249,-28.509,103.968,2.633,515.965,-4510.494,0.000,308.107,-1639.492,424.067,-3596.308,-17.109,1.001,-12.296,-85.625
10.000,4.810,nan,5.760,-24.322,0.359,0.000,0.000,0.000,5.610,1.354,4.144,-4.223,33.684,-148.522,-28.191,102.628,2.595,515.988,-4511.195,0.000,308.571,-1641.316,417.938,-3550.863,-16.937,0.966,-11.864,-84.557
10.000,4.910,nan,5.683,-23.971,0.352,0.000,0.000,0.000,5.535,1.333,4.153,-4.218,33.483,-147.300,-27.825,101.164,2.539,517.125,-4518.108,0.000,309.205,-1643.805,411.958,-3505.438,-16.723,0.928,-11.395,-83.621
10.000,5.010,nan,5.611,-23.642,0.344,0.000,0.000,0.000,5.466,1.313,4.162,-4.213,33.338,-146.309,-27.464,99.714,2.466,518.301,-4526.349,0.000,309.832,-1646.269,406.239,-3462.064,-16.539,0.892,-10.958,-82.734
