ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
14.000,0.010,nan,16.161,-76.518,0.990,0.000,0.000,0.000,15.441,4.870,3.171,-4.735,77.915,-399.998,-28.302,10.822,165.899,627.971,-2751.161,0.000,263.559,-1141.519,660.889,-4795.105,-38.333,-9.572,114.920,940.927
14.000,0.110,nan,16.259,-76.746,0.673,0.000,0.000,0.000,15.613,4.586,3.404,-4.720,78.234,-402.256,-28.541,8.880,148.113,632.662,-2778.897,0.000,265.436,-1141.806,663.397,-4800.871,-41.269,-10.072,120.924,818.755
14.000,0.210,nan,16.371,-77.546,0.615,0.000,0.000,0.000,15.735,4.557,3.453,-4.737,78.638,-405.339,-28.415,5.498,129.398,634.754,-2767.522,0.000,267.312,-1142.774,664.473,-4806.760,-37.369,-10.448,125.461,690.240
14.000,0.310,nan,16.475,-78.277,0.583,0.000,0.000,0.000,15.844,4.552,3.481,-4.751,79.074,-408.307,-28.290,2.784,110.493,643.258,-2827.017,0.000,269.189,-1144.448,665.100,-4809.379,-36.069,-10.778,129.461,561.306
14.000,0.410,nan,16.598,-79.125,0.562,0.000,0.000,0.000,15.969,4.560,3.502,-4.767,79.611,-411.764,-28.134,-0.298,91.642,656.598,-2937.612,0.000,271.065,-1146.865,665.806,-4810.356,-36.474,-11.165,134.159,432.342
14.000,0.510,nan,16.752,-80.174,0.545,0.000,0.000,0.000,16.123,4.581,3.519,-4.786,80.303,-416.012,-27.919,-4.249,72.781,674.773,-3096.613,0.000,272.942,-1150.086,666.759,-4809.355,-38.787,-11.652,140.089,302.756
14.000,0.610,nan,17.130,-79.981,0.530,0.000,0.000,0.000,16.493,4.658,3.541,-4.669,82.278,-419.419,-28.431,-10.358,55.674,710.164,-3331.470,0.000,274.818,-1154.187,665.305,-4666.258,-48.224,-12.067,145.160,186.363
14.000,0.710,nan,17.102,-81.380,0.517,0.000,0.000,0.000,16.469,4.639,3.550,-4.759,80.908,-419.966,-28.598,-13.759,32.633,707.981,-3425.446,0.000,276.695,-1159.262,676.149,-4810.035,-50.981,-13.041,156.931,29.276
14.000,0.810,nan,17.741,-85.257,0.522,0.000,0.000,0.000,17.087,4.798,3.561,-4.806,85.495,-455.389,-28.452,-26.044,13.226,796.619,-4211.470,0.000,283.501,-1165.052,734.331,-5469.999,-66.572,-8.111,97.649,-104.817
14.000,0.910,nan,18.474,-90.851,0.682,0.000,0.000,0.000,17.760,5.131,3.461,-4.918,90.055,-499.639,-27.441,-52.243,4.633,883.509,-5017.897,0.000,290.500,-1171.711,790.992,-6031.405,-75.330,-14.554,175.523,-147.263
