ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
12.000,0.010,nan,13.445,-62.775,0.998,0.000,0.000,0.000,12.943,3.771,3.432,-4.669,77.407,-389.061,-37.650,106.575,119.261,658.472,-3169.679,0.000,257.180,-1142.234,660.351,-4797.605,-70.421,11.779,-141.422,769.037
12.000,0.110,nan,13.531,-62.924,0.680,0.000,0.000,0.000,13.093,3.478,3.764,-4.651,77.763,-391.272,-38.021,105.587,106.810,663.113,-3200.363,0.000,258.594,-1142.534,664.167,-4816.935,-65.956,11.757,-141.170,668.970
12.000,0.210,nan,13.626,-63.596,0.622,0.000,0.000,0.000,13.199,3.442,3.835,-4.667,78.238,-395.074,-38.150,104.880,93.789,664.978,-3192.117,0.000,260.009,-1143.527,664.976,-4817.455,-60.202,11.952,-143.529,562.774
12.000,0.310,nan,13.713,-64.204,0.591,0.000,0.000,0.000,13.291,3.429,3.876,-4.682,78.737,-398.713,-38.237,104.359,80.502,672.305,-3243.690,0.000,261.423,-1145.236,666.405,-4827.513,-54.044,12.137,-145.789,455.601
12.000,0.410,nan,13.815,-64.906,0.569,0.000,0.000,0.000,13.395,3.429,3.907,-4.698,79.352,-403.002,-38.313,103.735,67.121,683.835,-3338.549,0.000,262.837,-1147.703,668.723,-4845.635,-48.931,12.365,-148.587,348.200
12.000,0.510,nan,13.942,-65.773,0.552,0.000,0.000,0.000,13.523,3.438,3.933,-4.717,80.148,-408.358,-38.379,102.833,53.536,699.617,-3474.365,0.000,264.251,-1150.987,672.202,-4872.724,-46.272,12.667,-152.300,240.289
12.000,0.610,nan,14.251,-65.480,0.537,0.000,0.000,0.000,13.828,3.488,3.964,-4.595,82.114,-410.908,-39.098,97.996,41.207,731.700,-3671.492,0.000,265.666,-1155.166,676.263,-4793.238,-51.036,12.760,-153.507,142.749
12.000,0.710,nan,14.264,-66.776,0.524,0.000,0.000,0.000,13.843,3.479,3.979,-4.682,81.036,-414.702,-39.684,98.889,24.869,729.200,-3765.377,0.000,267.080,-1160.336,689.617,-4965.587,-54.943,12.411,-149.355,11.770
12.000,0.810,nan,14.770,-69.627,0.529,0.000,0.000,0.000,14.337,3.589,3.995,-4.714,84.709,-442.654,-40.567,97.872,11.184,810.171,-4554.760,0.000,268.440,-1166.573,758.325,-5673.839,-72.565,13.953,-167.993,-97.425
12.000,0.910,nan,15.350,-73.774,0.690,0.000,0.000,0.000,14.872,3.866,3.847,-4.806,88.777,-481.964,-40.911,86.279,6.168,894.957,-5384.494,0.000,272.443,-1173.374,837.560,-6488.604,-105.286,15.514,-187.114,-139.008
