ALPHA,MACH,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
16.000,2.310,nan,15.097,-69.589,0.660,0.000,0.000,0.000,14.330,4.796,2.988,-4.610,59.632,-296.834,-34.119,100.677,25.528,753.346,-6428.411,0.000,394.474,-1978.804,598.192,-4800.433,-80.863,11.033,-135.505,-115.475
16.000,2.410,nan,14.730,-67.591,0.641,0.000,0.000,0.000,13.983,4.676,2.990,-4.589,58.223,-288.084,-33.561,100.080,23.498,736.929,-6300.160,0.000,394.789,-1980.041,578.132,-4625.556,-77.348,10.114,-124.219,-118.882
16.000,2.510,nan,14.392,-65.748,0.623,0.000,0.000,0.000,13.662,4.566,2.992,-4.569,57.228,-283.333,-33.040,99.356,21.749,722.338,-6188.353,0.000,395.075,-1981.163,561.244,-4483.429,-73.337,9.318,-114.442,-121.217
16.000,2.610,nan,14.076,-63.987,0.607,0.000,0.000,0.000,13.363,4.464,2.994,-4.546,56.185,-276.150,-32.557,98.536,20.253,709.647,-6107.029,0.000,395.333,-1982.177,546.642,-4363.243,-69.173,8.606,-105.704,-121.897
16.000,2.710,nan,13.789,-62.365,0.592,0.000,0.000,0.000,13.091,4.370,2.996,-4.523,55.261,-269.941,-32.152,97.830,18.966,699.772,-6044.336,0.000,395.567,-1983.095,534.775,-4268.424,-66.372,7.989,-98.116,-122.407
16.000,2.810,nan,13.526,-60.891,0.579,0.000,0.000,0.000,12.842,4.285,2.997,-4.502,52.423,-256.166,-31.788,97.177,17.837,662.244,-5698.190,0.000,375.021,-1902.379,552.275,-4472.840,-64.792,7.446,-91.458,-122.708
16.000,2.910,nan,13.285,-59.527,0.566,0.000,0.000,0.000,12.614,4.206,2.999,-4.481,49.030,-240.647,-31.462,96.570,16.852,619.241,-5301.048,0.000,348.870,-1799.638,576.691,-4742.812,-62.989,6.967,-85.565,-122.882
16.000,3.010,nan,13.031,-58.158,0.555,0.000,0.000,0.000,12.374,4.125,2.999,-4.463,47.747,-233.732,-31.157,95.988,16.020,608.036,-5224.838,0.000,344.479,-1782.387,570.994,-4704.028,-61.195,6.535,-80.264,-122.692
16.000,3.110,nan,12.798,-56.904,0.549,0.000,0.000,0.000,12.150,4.055,2.996,-4.446,46.760,-228.207,-30.919,95.661,15.737,601.183,-5188.340,0.000,343.046,-1776.756,562.346,-4632.038,-59.433,6.143,-75.444,-120.473
16.000,3.210,nan,10.327,-48.707,0.531,0.000,0.000,0.000,9.781,3.357,2.913,-4.716,38.738,-195.447,-26.098,84.271,12.082,535.638,-4965.102,0.000,347.999,-1796.218,478.695,-4248.719,-36.831,3.537,-43.444,-92.941
16.000,3.310,nan,10.170,-47.707,0.518,0.000,0.000,0.000,9.633,3.301,2.918,-4.691,38.391,-192.774,-25.729,82.757,11.726,541.049,-5008.002,0.000,349.412,-1801.769,468.604,-4156.661,-36.317,3.410,-41.886,-91.234
16.000,3.410,nan,10.024,-46.783,0.504,0.000,0.000,0.000,9.497,3.247,2.925,-4.667,37.602,-188.575,-25.390,81.379,11.380,539.992,-4982.958,0.000,346.475,-1790.228,464.842,-4128.312,-35.740,3.294,-40.463,-89.598
16.000,3.510,nan,9.886,-45.912,0.491,0.000,0.000,0.000,9.367,3.197,2.930,-4.644,38.045,-188.927,-25.055,79.944,10.984,550.531,-5072.057,0.000,351.937,-1811.687,450.570,-3993.295,-35.068,3.201,-39.310,-88.151
16.000,3.610,nan,9.751,-45.081,0.481,0.000,0.000,0.000,9.240,3.150,2.934,-4.623,38.745,-190.316,-24.727,78.531,10.559,564.688,-5194.609,0.000,358.352,-1836.890,435.572,-3851.598,-34.656,3.117,-38.290,-87.048
16.000,3.710,nan,9.630,-44.326,0.470,0.000,0.000,0.000,9.127,3.106,2.938,-4.603,38.865,-189.658,-24.434,77.256,10.151,569.292,-5218.270,0.000,358.306,-1836.708,429.793,-3802.787,-34.218,3.041,-37.344,-86.001
16.000,3.810,nan,9.515,-43.614,0.460,0.000,0.000,0.000,9.020,3.065,2.943,-4.584,38.662,-187.908,-24.158,76.075,9.775,568.912,-5191.389,0.000,355.346,-1825.081,427.966,-3793.155,-33.757,2.982,-36.626,-85.107
16.000,3.910,nan,9.415,-42.974,0.451,0.000,0.000,0.000,8.926,3.028,2.948,-4.564,37.937,-184.341,-23.896,75.005,9.469,565.382,-5136.576,0.000,350.739,-1806.980,428.321,-3805.393,-33.308,2.938,-36.083,-84.342
16.000,4.010,nan,9.317,-42.355,0.441,0.000,0.000,0.000,8.834,2.992,2.952,-4.546,37.263,-181.007,-23.637,73.948,9.179,562.395,-5087.107,0.000,346.625,-1790.820,428.002,-3810.794,-32.870,2.900,-35.619,-83.639
16.000,4.110,nan,9.254,-41.930,0.432,0.000,0.000,0.000,8.776,2.966,2.959,-4.531,36.955,-179.236,-23.169,72.100,8.684,565.304,-5081.771,0.000,344.794,-1783.625,425.606,-3789.601,-32.471,2.856,-35.072,-82.721
16.000,4.210,nan,10.249,-44.758,0.423,0.000,0.000,0.000,9.736,3.232,3.012,-4.367,40.109,-190.214,-26.124,80.505,11.082,588.916,-5171.510,0.000,345.904,-1787.986,454.991,-3853.918,-44.808,3.800,-46.677,-97.146
16.000,4.310,nan,10.139,-44.215,0.415,0.000,0.000,0.000,9.632,3.194,3.016,-4.361,40.565,-191.538,-25.627,78.554,10.482,592.943,-5200.619,0.000,347.005,-1792.312,447.721,-3795.401,-44.589,3.725,-45.746,-96.007
16.000,4.410,nan,10.024,-43.650,0.407,0.000,0.000,0.000,9.524,3.154,3.019,-4.354,40.832,-192.173,-25.243,77.049,10.006,594.582,-5207.116,0.000,346.619,-1790.796,442.415,-3757.998,-44.397,3.652,-44.851,-94.941
16.000,4.510,nan,9.887,-42.963,0.399,0.000,0.000,0.000,9.394,3.109,3.022,-4.346,41.066,-192.566,-25.039,76.192,9.712,596.446,-5221.638,0.000,347.073,-1792.577,435.535,-3708.579,-44.250,3.567,-43.809,-93.452
16.000,4.610,nan,9.762,-42.341,0.392,0.000,0.000,0.000,9.276,3.067,3.024,-4.337,41.226,-192.754,-24.834,75.360,9.447,599.681,-5252.234,0.000,348.657,-1798.802,427.511,-3646.470,-44.132,3.489,-42.854,-92.061
16.000,4.710,nan,9.657,-41.813,0.384,0.000,0.000,0.000,9.177,3.031,3.027,-4.330,41.121,-191.995,-24.631,74.678,9.200,602.124,-5276.067,0.000,350.235,-1805.001,419.785,-3585.966,-43.720,3.393,-41.674,-90.980
16.000,4.810,nan,9.563,-41.338,0.377,0.000,0.000,0.000,9.088,2.998,3.031,-4.323,40.737,-189.998,-24.422,73.995,8.959,600.833,-5261.317,0.000,349.352,-1801.532,415.903,-3562.552,-43.289,3.314,-40.706,-90.121
16.000,4.910,nan,9.478,-40.919,0.370,0.000,0.000,0.000,9.009,2.968,3.035,-4.317,40.332,-187.992,-24.184,73.229,8.707,599.567,-5245.934,0.000,348.297,-1797.386,412.648,-3543.951,-42.891,3.254,-39.972,-89.561
16.000,5.010,nan,9.396,-40.518,0.364,0.000,0.000,0.000,8.932,2.940,3.039,-4.312,39.942,-186.057,-23.951,72.474,8.460,598.989,-5234.052,0.000,347.236,-1793.218,409.620,-3527.325,-42.564,3.197,-39.266,-89.018
