XCG,ALPHA,MACH,DELTA,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
2.300,-2.000,0.010,-25.000,nan,3.971,-58.850,3.078,0.000,0.000,0.000,4.076,2.938,1.387,-14.821,46.112,-145.206,-52.688,237.856,0.958,287.196,-700.492,-4.987,215.088,-1061.358,625.495,-4337.500,0.277,-1.801,20.752,-132.116
2.300,-2.000,0.010,-24.000,nan,3.908,-58.129,2.963,0.000,0.000,0.000,4.009,2.825,1.419,-14.873,46.554,-150.293,-52.688,237.856,0.981,288.258,-712.726,-4.376,215.088,-1061.358,625.495,-4337.500,-0.155,-1.801,20.752,-155.007
2.300,-2.000,0.010,-23.000,nan,3.840,-57.348,2.849,0.000,0.000,0.000,3.938,2.713,1.451,-14.933,46.602,-150.847,-52.688,237.856,0.977,289.617,-728.376,-3.702,215.088,-1061.358,625.495,-4337.500,-0.138,-1.801,20.752,-170.678
2.300,-2.000,0.010,-22.000,nan,3.761,-56.436,2.735,0.000,0.000,0.000,3.854,2.602,1.481,-15.004,46.987,-155.279,-52.688,237.856,1.028,291.784,-753.340,-2.810,215.088,-1061.358,625.495,-4337.500,-1.032,-1.801,20.752,-180.377
2.300,-2.000,0.010,-21.000,nan,3.659,-55.258,2.618,0.000,0.000,0.000,3.748,2.488,1.506,-15.102,47.731,-163.854,-52.688,237.856,1.108,295.461,-795.701,-1.519,215.088,-1061.358,625.495,-4337.500,-2.391,-1.801,20.752,-186.096
2.300,-2.000,0.010,-20.000,nan,3.532,-53.794,2.497,0.000,0.000,0.000,3.617,2.372,1.525,-15.231,48.439,-172.013,-52.688,237.856,1.158,300.644,-855.409,0.098,215.088,-1061.358,625.495,-4337.500,-3.269,-1.801,20.752,-189.890
2.300,-2.000,0.010,-19.000,nan,3.384,-52.091,2.376,0.000,0.000,0.000,3.465,2.257,1.536,-15.393,49.005,-178.529,-52.688,237.856,1.178,306.982,-928.435,1.873,215.088,-1061.358,625.495,-4337.500,-3.630,-1.801,20.752,-193.154
2.300,-2.000,0.010,-18.000,nan,3.218,-50.180,2.256,0.000,0.000,0.000,3.295,2.142,1.538,-15.592,49.518,-184.442,-52.688,237.856,1.184,314.215,-1011.759,3.684,215.088,-1061.358,625.495,-4337.500,-3.726,-1.801,20.752,-195.002
2.300,-2.000,0.010,-17.000,nan,3.034,-48.058,2.137,0.000,0.000,0.000,3.107,2.030,1.531,-15.840,50.041,-190.460,-52.688,237.856,1.177,322.210,-1103.865,5.459,215.088,-1061.358,625.495,-4337.500,-3.606,-1.801,20.752,-193.600
2.300,-2.000,0.010,-16.000,nan,2.832,-45.728,2.020,0.000,0.000,0.000,2.901,1.920,1.510,-16.148,50.548,-196.302,-52.688,237.856,1.153,330.957,-1204.628,7.166,215.088,-1061.358,625.495,-4337.500,-3.189,-1.801,20.752,-188.890
2.300,-2.000,0.010,-15.000,nan,2.613,-43.210,1.907,0.000,0.000,0.000,2.678,1.815,1.476,-16.535,51.000,-201.505,-52.688,237.856,1.111,340.495,-1314.513,8.780,215.088,-1061.358,625.495,-4337.500,-2.448,-1.801,20.752,-180.993
2.300,-2.000,0.010,-14.000,nan,2.380,-40.521,1.798,0.000,0.000,0.000,2.441,1.714,1.424,-17.027,51.408,-206.208,-52.688,237.856,1.054,350.871,-1434.054,10.280,215.088,-1061.358,625.495,-4337.500,-1.174,-1.801,20.752,-170.300
2.300,-2.000,0.010,-13.000,nan,2.132,-37.661,1.694,0.000,0.000,0.000,2.189,1.618,1.353,-17.668,51.834,-211.113,-52.688,237.856,0.940,362.217,-1564.759,11.655,215.088,-1061.358,625.495,-4337.500,0.544,-1.801,20.752,-154.910
2.300,-2.000,0.010,-12.000,nan,1.868,-34.623,1.595,0.000,0.000,0.000,1.922,1.529,1.258,-18.536,52.281,-216.254,-52.688,237.856,0.816,374.675,-1708.287,12.890,215.088,-1061.358,625.495,-4337.500,2.387,-1.801,20.752,-135.665
2.300,-2.000,0.010,-11.000,nan,1.590,-31.420,1.502,0.000,0.000,0.000,1.641,1.445,1.136,-19.763,52.676,-220.808,-52.688,237.856,0.729,388.251,-1864.685,13.939,215.088,-1061.358,625.495,-4337.500,4.232,-1.801,20.752,-114.293
2.300,-2.000,0.010,-10.000,nan,1.300,-28.081,1.415,0.000,0.000,0.000,1.349,1.369,0.985,-21.601,52.992,-224.446,-52.688,237.856,0.481,402.864,-2033.029,14.746,215.088,-1061.358,625.495,-4337.499,8.578,-1.801,20.752,-91.726
2.300,-2.000,0.010,-9.000,nan,1.001,-24.637,1.336,0.000,0.000,0.000,1.047,1.301,0.805,-24.611,53.224,-227.110,-52.688,237.856,0.406,418.424,-2212.290,15.255,215.088,-1061.358,625.495,-4337.499,11.213,-1.801,20.752,-71.844
2.300,-2.000,0.010,-8.000,nan,0.696,-21.121,1.266,0.000,0.000,0.000,0.740,1.241,0.596,-30.351,53.366,-228.749,-52.688,237.856,0.140,434.841,-2401.419,15.418,215.088,-1061.358,625.495,-4337.499,14.548,-1.801,20.752,-54.158
2.300,-2.000,0.010,-7.000,nan,0.387,-17.562,1.204,0.000,0.000,0.000,0.429,1.189,0.360,-45.389,53.447,-229.674,-52.688,237.856,0.026,452.258,-2602.066,15.214,215.088,-1061.358,625.495,-4337.499,16.280,-1.801,20.752,-39.737
2.300,-2.000,0.010,-6.000,nan,0.075,-13.963,1.150,0.000,0.000,0.000,0.115,1.147,0.100,-187.393,53.531,-230.638,-52.688,237.856,0.043,471.152,-2819.740,14.643,215.088,-1061.358,625.495,-4337.499,16.152,-1.801,20.752,-28.459
2.300,-2.000,0.010,-5.000,nan,-0.241,-10.324,1.106,0.000,0.000,0.000,-0.203,1.114,-0.182,42.783,53.620,-231.661,-52.688,237.856,0.079,492.038,-3060.350,13.678,215.088,-1061.358,625.495,-4337.499,15.618,-1.801,20.752,-20.432
2.300,-2.000,0.010,-4.000,nan,-0.560,-6.652,1.070,0.000,0.000,0.000,-0.522,1.089,-0.480,11.876,53.696,-232.534,-52.688,237.856,0.111,515.404,-3329.541,12.265,215.088,-1061.358,625.495,-4337.499,15.184,-1.801,20.752,-17.541
2.300,-2.000,0.010,-3.000,nan,-0.881,-2.953,1.044,0.000,0.000,0.000,-0.844,1.074,-0.786,3.352,53.755,-233.211,-52.688,237.856,0.095,541.457,-3629.684,10.306,215.088,-1061.358,625.495,-4337.499,15.277,-1.801,20.752,-17.294
2.300,-2.000,0.010,-2.000,nan,-1.204,0.763,1.026,0.000,0.000,0.000,-1.167,1.068,-1.093,-0.634,53.797,-233.692,-52.688,237.856,0.081,568.945,-3946.356,7.650,215.088,-1061.358,625.495,-4337.499,15.574,-1.801,20.752,-18.766
2.300,-2.000,0.010,-1.000,nan,-1.527,4.488,1.018,0.000,0.000,0.000,-1.491,1.071,-1.392,-2.939,53.822,-233.978,-52.688,237.856,0.054,596.123,-4259.453,4.211,215.088,-1061.358,625.495,-4337.499,16.004,-1.801,20.752,-19.131
2.300,-2.000,0.010,0.000,nan,-1.851,8.215,1.019,0.000,0.000,0.000,-1.814,1.083,-1.675,-4.439,53.830,-234.069,-52.688,237.856,0.098,621.241,-4548.820,0.000,215.088,-1061.358,625.495,-4337.499,15.329,-1.801,20.752,-18.699
2.300,-2.000,0.010,1.000,nan,-2.173,11.934,1.029,0.000,0.000,0.000,-2.136,1.104,-1.935,-5.491,53.821,-233.963,-52.688,237.856,0.101,642.570,-4794.547,-4.872,215.088,-1061.358,625.495,-4337.499,15.232,-1.801,20.752,-17.183
2.300,-2.000,0.010,2.000,nan,-2.495,15.638,1.048,0.000,0.000,0.000,-2.457,1.134,-2.166,-6.268,53.795,-233.660,-52.688,237.856,0.081,659.452,-4989.026,-10.227,215.088,-1061.358,625.495,-4337.499,15.416,-1.801,20.752,-17.436
2.300,-2.000,0.010,3.000,nan,-2.814,19.318,1.076,0.000,0.000,0.000,-2.775,1.174,-2.364,-6.864,53.752,-233.159,-52.688,237.856,0.076,672.820,-5143.034,-15.920,215.088,-1061.358,625.495,-4337.499,15.688,-1.801,20.752,-20.402
2.300,-2.000,0.010,4.000,nan,-3.131,22.967,1.113,0.000,0.000,0.000,-3.090,1.222,-2.529,-7.335,53.693,-232.479,-52.688,237.856,0.035,683.746,-5268.905,-21.864,215.088,-1061.358,625.495,-4337.499,16.390,-1.801,20.752,-28.425
2.300,-2.000,0.010,5.000,nan,-3.445,26.581,1.160,0.000,0.000,0.000,-3.402,1.279,-2.660,-7.716,53.636,-231.825,-52.688,237.856,0.128,693.322,-5379.226,-28.039,215.088,-1061.358,625.495,-4337.499,15.482,-1.801,20.752,-39.800
2.300,-2.000,0.010,6.000,nan,-3.756,30.161,1.215,0.000,0.000,0.000,-3.711,1.345,-2.759,-8.031,53.586,-231.245,-52.688,237.856,0.145,702.506,-5485.037,-34.472,215.088,-1061.358,625.495,-4337.499,14.459,-1.801,20.752,-54.293
2.300,-2.000,0.010,7.000,nan,-4.062,33.694,1.278,0.000,0.000,0.000,-4.015,1.419,-2.829,-8.295,53.489,-230.119,-52.688,237.856,0.435,711.095,-5583.979,-41.130,215.088,-1061.358,625.495,-4337.499,9.383,-1.801,20.752,-72.094
