XCG,ALPHA,MACH,DELTA,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
5.500,4.000,0.010,-20.000,nan,8.604,19.202,2.633,0.000,0.000,0.000,8.400,3.226,2.603,2.232,54.246,402.793,-51.496,-314.452,1.970,-752.796,-5494.331,-11.185,227.569,783.983,-500.196,-6318.291,-99.150,4.135,-4.223,-89.977
5.500,4.000,0.010,-19.000,nan,8.522,19.286,2.523,0.000,0.000,0.000,8.326,3.111,2.676,2.263,54.423,402.612,-51.496,-314.452,1.889,-749.254,-5497.948,-9.589,227.569,783.983,-500.196,-6318.291,-103.554,4.135,-4.223,-102.416
5.500,4.000,0.010,-18.000,nan,8.421,19.390,2.411,0.000,0.000,0.000,8.232,2.993,2.751,2.303,54.858,402.166,-51.496,-314.452,1.700,-744.404,-5502.902,-7.766,227.569,783.983,-500.196,-6318.291,-107.588,4.135,-4.223,-109.578
5.500,4.000,0.010,-17.000,nan,8.293,19.520,2.297,0.000,0.000,0.000,8.113,2.870,2.826,2.354,55.328,401.684,-51.496,-314.452,1.555,-737.870,-5509.575,-5.681,227.569,783.983,-500.196,-6318.291,-112.000,4.135,-4.223,-113.540
5.500,4.000,0.010,-16.000,nan,8.143,19.673,2.183,0.000,0.000,0.000,7.971,2.746,2.903,2.416,55.701,401.302,-51.496,-314.452,1.489,-729.792,-5517.825,-3.443,227.569,783.983,-500.196,-6318.291,-115.568,4.135,-4.223,-116.167
5.500,4.000,0.010,-15.000,nan,7.975,19.845,2.070,0.000,0.000,0.000,7.811,2.622,2.980,2.488,56.016,400.978,-51.496,-314.452,1.468,-720.303,-5527.516,-1.148,227.569,783.983,-500.196,-6318.291,-117.143,4.135,-4.223,-117.596
5.500,4.000,0.010,-14.000,nan,7.789,20.035,1.960,0.000,0.000,0.000,7.633,2.498,3.056,2.572,56.333,400.651,-51.496,-314.452,1.476,-709.372,-5538.680,1.151,227.569,783.983,-500.196,-6318.291,-116.717,4.135,-4.223,-115.603
5.500,4.000,0.010,-13.000,nan,7.584,20.244,1.852,0.000,0.000,0.000,7.436,2.376,3.130,2.669,56.646,400.329,-51.496,-314.452,1.520,-696.724,-5551.597,3.442,227.569,783.983,-500.196,-6318.291,-114.611,4.135,-4.223,-110.133
5.500,4.000,0.010,-12.000,nan,7.363,20.470,1.747,0.000,0.000,0.000,7.223,2.257,3.201,2.780,56.924,400.042,-51.496,-314.452,1.610,-681.925,-5566.711,5.730,227.569,783.983,-500.196,-6318.291,-110.050,4.135,-4.223,-101.097
5.500,4.000,0.010,-11.000,nan,7.126,20.712,1.648,0.000,0.000,0.000,6.994,2.141,3.267,2.906,57.165,399.791,-51.496,-314.452,1.739,-664.555,-5584.452,7.988,227.569,783.983,-500.196,-6318.291,-103.810,4.135,-4.223,-87.550
