XCG,ALPHA,MACH,DELTA,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
4.000,-12.000,0.010,-20.000,nan,-7.348,-54.994,2.109,0.000,0.000,0.000,-6.749,3.591,-1.879,7.484,72.156,106.701,-42.215,-131.178,-107.867,-196.896,-1103.963,12.915,253.823,-49.493,168.521,-2359.210,89.608,-11.779,69.970,643.558
4.000,-12.000,0.010,-19.000,nan,-7.584,-53.593,1.985,0.000,0.000,0.000,-7.006,3.518,-1.991,7.067,72.787,102.956,-42.215,-131.178,-109.180,-182.281,-1190.781,16.273,253.823,-49.493,168.521,-2359.210,79.920,-11.779,69.970,660.380
4.000,-12.000,0.010,-18.000,nan,-7.836,-52.097,1.864,0.000,0.000,0.000,-7.277,3.452,-2.108,6.648,73.454,98.999,-42.215,-131.178,-110.462,-165.569,-1290.052,19.731,253.823,-49.493,168.521,-2359.210,66.440,-11.779,69.970,681.846
4.000,-12.000,0.010,-17.000,nan,-8.103,-50.509,1.747,0.000,0.000,0.000,-7.563,3.394,-2.228,6.233,74.072,95.334,-42.215,-131.178,-111.776,-146.294,-1404.553,23.314,253.823,-49.493,168.521,-2359.210,49.804,-11.779,69.970,704.686
4.000,-12.000,0.010,-16.000,nan,-8.383,-48.845,1.637,0.000,0.000,0.000,-7.860,3.344,-2.350,5.827,74.579,92.329,-42.215,-131.178,-114.890,-124.054,-1536.660,27.005,253.823,-49.493,168.521,-2359.210,32.748,-11.779,69.970,727.291
4.000,-12.000,0.010,-15.000,nan,-8.674,-47.121,1.533,0.000,0.000,0.000,-8.165,3.303,-2.472,5.433,74.967,90.026,-42.215,-131.178,-116.258,-98.738,-1687.042,30.701,253.823,-49.493,168.521,-2359.210,15.157,-11.779,69.970,748.157
4.000,-12.000,0.010,-14.000,nan,-8.971,-45.352,1.437,0.000,0.000,0.000,-8.477,3.271,-2.592,5.055,75.229,88.475,-42.215,-131.178,-119.206,-71.679,-1847.776,34.003,253.823,-49.493,168.521,-2359.210,0.546,-11.779,69.970,766.380
4.000,-12.000,0.010,-13.000,nan,-9.274,-43.553,1.349,0.000,0.000,0.000,-8.791,3.247,-2.707,4.696,75.389,87.532,-42.215,-131.178,-120.644,-44.669,-2008.217,36.510,253.823,-49.493,168.521,-2359.210,-9.848,-11.779,69.970,782.863
4.000,-12.000,0.010,-12.000,nan,-9.582,-41.727,1.269,0.000,0.000,0.000,-9.108,3.233,-2.817,4.355,75.543,86.621,-42.215,-131.178,-120.469,-19.432,-2158.132,37.937,253.823,-49.493,168.521,-2359.210,-16.741,-11.779,69.970,797.121
4.000,-12.000,0.010,-11.000,nan,-9.894,-39.874,1.198,0.000,0.000,0.000,-9.428,3.229,-2.920,4.030,75.707,85.653,-42.215,-131.178,-120.012,2.334,-2287.426,38.102,253.823,-49.493,168.521,-2359.210,-17.816,-11.779,69.970,808.078
4.000,-12.000,0.010,-10.000,nan,-10.210,-37.996,1.135,0.000,0.000,0.000,-9.751,3.233,-3.016,3.722,75.857,84.768,-42.215,-131.178,-119.662,19.988,-2392.292,37.071,253.823,-49.493,168.521,-2359.210,-18.157,-11.779,69.970,815.280
4.000,-12.000,0.010,-9.000,nan,-10.529,-36.098,1.081,0.000,0.000,0.000,-10.074,3.247,-3.103,3.428,75.983,84.028,-42.215,-131.178,-119.808,34.431,-2478.088,35.142,253.823,-49.493,168.521,-2359.210,-17.664,-11.779,69.970,816.454
4.000,-12.000,0.010,-8.000,nan,-10.852,-34.183,1.036,0.000,0.000,0.000,-10.399,3.270,-3.180,3.150,76.084,83.433,-42.215,-131.178,-119.979,46.702,-2550.982,32.573,253.823,-49.493,168.521,-2359.210,-17.277,-11.779,69.970,816.336
4.000,-12.000,0.010,-7.000,nan,-11.176,-32.257,1.001,0.000,0.000,0.000,-10.724,3.302,-3.247,2.886,76.160,82.984,-42.215,-131.178,-120.368,57.856,-2617.235,29.561,253.823,-49.493,168.521,-2359.210,-17.107,-11.779,69.970,815.653
4.000,-12.000,0.010,-6.000,nan,-11.502,-30.322,0.974,0.000,0.000,0.000,-11.048,3.344,-3.304,2.636,76.212,82.682,-42.215,-131.178,-119.837,68.799,-2682.239,26.231,253.823,-49.493,168.521,-2359.210,-17.542,-11.779,69.970,816.574
4.000,-12.000,0.010,-5.000,nan,-11.828,-28.384,0.956,0.000,0.000,0.000,-11.371,3.395,-3.350,2.400,76.239,82.527,-42.215,-131.178,-119.788,79.318,-2744.722,22.576,253.823,-49.493,168.521,-2359.210,-18.226,-11.779,69.970,817.201
4.000,-12.000,0.010,-4.000,nan,-12.154,-26.447,0.948,0.000,0.000,0.000,-11.691,3.454,-3.385,2.176,76.241,82.522,-42.215,-131.178,-119.922,88.730,-2800.635,18.575,253.823,-49.493,168.521,-2359.210,-18.872,-11.779,69.970,816.428
4.000,-12.000,0.010,-3.000,nan,-12.479,-24.515,0.949,0.000,0.000,0.000,-12.009,3.523,-3.409,1.964,76.217,82.669,-42.215,-131.178,-120.111,96.814,-2848.655,14.263,253.823,-49.493,168.521,-2359.210,-18.363,-11.779,69.970,810.139
4.000,-12.000,0.010,-2.000,nan,-12.803,-22.592,0.959,0.000,0.000,0.000,-12.324,3.600,-3.424,1.765,76.170,82.959,-42.215,-131.178,-120.644,103.773,-2889.988,9.699,253.823,-49.493,168.521,-2359.210,-16.126,-11.779,69.970,799.792
