XCG,ALPHA,MACH,DELTA,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
2.100,4.000,0.010,-25.000,nan,8.701,-77.960,3.122,0.000,0.000,0.000,8.462,3.722,2.274,-8.959,50.203,-153.077,-51.496,259.983,4.067,460.430,-1408.012,-5.378,227.569,-1178.379,681.622,-4943.638,-41.266,4.135,-50.347,47.437
2.100,4.000,0.010,-24.000,nan,8.776,-78.863,3.054,0.000,0.000,0.000,8.541,3.659,2.334,-8.987,51.815,-172.714,-51.496,259.984,3.152,454.706,-1338.316,-7.210,227.569,-1178.379,681.622,-4943.638,-24.603,4.135,-50.347,19.332
2.100,4.000,0.010,-23.000,nan,8.784,-78.963,2.962,0.000,0.000,0.000,8.556,3.568,2.398,-8.990,53.030,-187.507,-51.496,259.984,2.478,452.103,-1306.622,-7.773,227.569,-1178.379,681.622,-4943.638,-11.721,4.135,-50.347,-11.553
2.100,4.000,0.010,-22.000,nan,8.745,-78.491,2.856,0.000,0.000,0.000,8.524,3.459,2.464,-8.975,53.834,-197.299,-51.496,259.983,2.075,451.863,-1303.703,-7.477,227.569,-1178.379,681.622,-4943.638,-3.875,4.135,-50.347,-42.844
2.100,4.000,0.010,-21.000,nan,8.679,-77.685,2.744,0.000,0.000,0.000,8.466,3.343,2.533,-8.951,54.219,-201.983,-51.496,259.983,1.938,453.201,-1319.986,-6.686,227.569,-1178.379,681.622,-4943.638,-0.890,4.135,-50.347,-70.281
2.100,4.000,0.010,-20.000,nan,8.604,-76.777,2.633,0.000,0.000,0.000,8.400,3.226,2.603,-8.923,54.246,-202.318,-51.496,259.983,1.970,455.319,-1345.780,-5.712,227.569,-1178.379,681.622,-4943.638,-0.338,4.135,-50.347,-89.977
2.100,4.000,0.010,-19.000,nan,8.522,-75.779,2.523,0.000,0.000,0.000,8.326,3.111,2.676,-8.892,54.423,-204.465,-51.496,259.983,1.889,458.095,-1379.577,-4.626,227.569,-1178.379,681.622,-4943.638,1.120,4.135,-50.347,-102.416
2.100,4.000,0.010,-18.000,nan,8.421,-74.541,2.411,0.000,0.000,0.000,8.232,2.993,2.751,-8.852,54.858,-209.768,-51.496,259.983,1.700,462.005,-1427.192,-3.331,227.569,-1178.379,681.622,-4943.638,4.092,4.135,-50.347,-109.578
2.100,4.000,0.010,-17.000,nan,8.293,-72.988,2.297,0.000,0.000,0.000,8.113,2.870,2.826,-8.801,55.328,-215.493,-51.496,259.983,1.555,467.223,-1490.725,-1.836,227.569,-1178.379,681.622,-4943.638,6.804,4.135,-50.347,-113.540
2.100,4.000,0.010,-16.000,nan,8.143,-71.165,2.183,0.000,0.000,0.000,7.971,2.746,2.903,-8.739,55.701,-220.032,-51.496,259.983,1.489,473.421,-1566.196,-0.275,227.569,-1178.379,681.622,-4943.638,8.231,4.135,-50.347,-116.167
2.100,4.000,0.010,-15.000,nan,7.975,-69.115,2.070,0.000,0.000,0.000,7.811,2.622,2.980,-8.666,56.016,-223.867,-51.496,259.983,1.468,480.385,-1650.985,1.262,227.569,-1178.379,681.622,-4943.638,8.696,4.135,-50.347,-117.596
2.100,4.000,0.010,-14.000,nan,7.789,-66.846,1.960,0.000,0.000,0.000,7.633,2.498,3.056,-8.582,56.333,-227.734,-51.496,259.983,1.476,488.205,-1746.203,2.761,227.569,-1178.379,681.622,-4943.638,8.531,4.135,-50.347,-115.603
