XCG,ALPHA,MACH,DELTA,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
2.100,10.000,0.010,-25.000,nan,14.079,-91.341,2.909,0.000,0.000,0.000,13.360,5.310,2.516,-6.488,50.811,-88.817,-44.879,186.547,79.490,558.679,-1965.330,8.915,250.359,-1173.837,673.442,-4899.596,-160.297,12.124,-147.600,636.885
2.100,10.000,0.010,-24.000,nan,14.326,-94.354,2.913,0.000,0.000,0.000,13.603,5.356,2.540,-6.586,50.387,-83.644,-44.879,186.547,79.891,545.009,-1798.909,3.594,250.359,-1173.837,673.442,-4899.596,-156.243,12.124,-147.600,626.707
2.100,10.000,0.010,-23.000,nan,14.554,-97.124,2.902,0.000,0.000,0.000,13.829,5.385,2.568,-6.673,51.490,-97.074,-44.879,186.547,78.711,531.997,-1640.490,-1.036,250.359,-1173.837,673.442,-4899.596,-140.761,12.124,-147.600,610.685
2.100,10.000,0.010,-22.000,nan,14.729,-99.255,2.869,0.000,0.000,0.000,14.007,5.383,2.602,-6.739,54.153,-129.485,-44.879,186.547,75.665,521.194,-1508.966,-4.513,250.359,-1173.837,673.442,-4899.596,-115.421,12.124,-147.600,589.947
2.100,10.000,0.010,-21.000,nan,14.824,-100.410,2.806,0.000,0.000,0.000,14.111,5.337,2.644,-6.774,58.079,-177.279,-44.879,186.547,71.687,514.064,-1422.163,-6.499,250.359,-1173.837,673.442,-4899.596,-84.386,12.124,-147.600,564.252
2.100,10.000,0.010,-20.000,nan,14.845,-100.663,2.719,0.000,0.000,0.000,14.147,5.255,2.692,-6.781,61.523,-219.205,-44.879,186.547,68.587,510.488,-1378.626,-7.214,250.359,-1173.837,673.442,-4899.596,-52.708,12.124,-147.600,533.655
2.100,10.000,0.010,-19.000,nan,14.811,-100.253,2.618,0.000,0.000,0.000,14.131,5.150,2.744,-6.769,63.991,-249.260,-44.879,186.547,66.572,509.685,-1368.858,-7.048,250.359,-1173.837,673.442,-4899.596,-24.170,12.124,-147.600,500.107
2.100,10.000,0.010,-18.000,nan,14.743,-99.424,2.509,0.000,0.000,0.000,14.083,5.031,2.799,-6.744,65.465,-267.204,-44.879,186.547,65.663,510.849,-1383.024,-6.345,250.359,-1173.837,673.442,-4899.596,-1.854,12.124,-147.600,467.559
2.100,10.000,0.010,-17.000,nan,14.661,-98.427,2.401,0.000,0.000,0.000,14.021,4.910,2.856,-6.714,65.936,-272.942,-44.879,186.547,65.709,513.082,-1410.216,-5.419,250.359,-1173.837,673.442,-4899.596,13.398,12.124,-147.600,440.788
2.100,10.000,0.010,-16.000,nan,14.574,-97.370,2.295,0.000,0.000,0.000,13.954,4.791,2.913,-6.681,66.059,-274.435,-44.879,186.547,65.566,515.843,-1443.828,-4.442,250.359,-1173.837,673.442,-4899.596,22.994,12.124,-147.600,422.578
2.100,10.000,0.010,-15.000,nan,14.471,-96.120,2.188,0.000,0.000,0.000,13.872,4.668,2.972,-6.642,66.760,-282.967,-44.879,186.547,64.914,519.543,-1488.866,-3.350,250.359,-1173.837,673.442,-4899.596,28.836,12.124,-147.600,411.629
2.100,10.000,0.010,-14.000,nan,14.343,-94.556,2.081,0.000,0.000,0.000,13.764,4.540,3.032,-6.593,67.910,-296.979,-44.879,186.547,64.222,524.530,-1549.589,-2.113,250.359,-1173.837,673.442,-4899.596,33.119,12.124,-147.600,405.914
2.100,10.000,0.010,-13.000,nan,14.191,-92.701,1.973,0.000,0.000,0.000,13.632,4.408,3.093,-6.533,68.924,-309.318,-44.879,186.547,63.856,530.567,-1623.088,-0.830,250.359,-1173.837,673.442,-4899.596,37.301,12.124,-147.600,403.368
2.100,10.000,0.010,-12.000,nan,14.019,-90.610,1.868,0.000,0.000,0.000,13.481,4.274,3.154,-6.463,69.724,-319.066,-44.879,186.547,63.738,537.426,-1706.587,0.414,250.359,-1173.837,673.442,-4899.596,40.308,12.124,-147.600,402.440
2.100,10.000,0.010,-11.000,nan,13.829,-88.300,1.765,0.000,0.000,0.000,13.312,4.139,3.216,-6.385,70.472,-328.170,-44.879,186.547,63.739,545.157,-1800.711,1.593,250.359,-1173.837,673.442,-4899.596,40.728,12.124,-147.600,403.940
2.100,10.000,0.010,-10.000,nan,13.621,-85.769,1.665,0.000,0.000,0.000,13.125,4.005,3.277,-6.297,71.226,-337.354,-44.879,186.547,63.869,553.895,-1907.088,2.689,250.359,-1173.837,673.442,-4899.596,37.832,12.124,-147.600,408.876
2.100,10.000,0.010,-9.000,nan,13.396,-83.028,1.570,0.000,0.000,0.000,12.920,3.872,3.336,-6.198,71.934,-345.978,-44.879,186.547,64.177,563.726,-2026.772,3.674,250.359,-1173.837,673.442,-4899.596,32.311,12.124,-147.600,417.770
2.100,10.000,0.010,-8.000,nan,13.156,-80.101,1.480,0.000,0.000,0.000,12.699,3.742,3.394,-6.089,72.550,-353.486,-44.879,186.547,64.656,574.672,-2160.029,4.503,250.359,-1173.837,673.442,-4899.596,24.031,12.124,-147.600,432.251
2.100,10.000,0.010,-7.000,nan,12.901,-77.004,1.396,0.000,0.000,0.000,12.463,3.615,3.448,-5.969,73.115,-360.369,-44.879,186.547,65.719,586.730,-2306.829,5.130,250.359,-1173.837,673.442,-4899.596,13.126,12.124,-147.600,450.441
2.100,10.000,0.010,-6.000,nan,12.632,-73.731,1.318,0.000,0.000,0.000,12.212,3.491,3.498,-5.837,73.709,-367.604,-44.879,186.547,66.387,599.966,-2467.971,5.516,250.359,-1173.837,673.442,-4899.596,-2.098,12.124,-147.600,473.310
2.100,10.000,0.010,-5.000,nan,12.349,-70.280,1.246,0.000,0.000,0.000,11.945,3.372,3.543,-5.691,74.314,-374.978,-44.879,186.547,67.623,614.435,-2644.119,5.614,250.359,-1173.837,673.442,-4899.596,-20.916,12.124,-147.600,497.638
2.100,10.000,0.010,-4.000,nan,12.053,-66.675,1.182,0.000,0.000,0.000,11.664,3.257,3.581,-5.532,74.821,-381.151,-44.879,186.547,68.498,630.086,-2834.670,5.371,250.359,-1173.837,673.442,-4899.596,-41.324,12.124,-147.600,521.634
2.100,10.000,0.010,-3.000,nan,11.747,-62.949,1.127,0.000,0.000,0.000,11.373,3.149,3.611,-5.359,75.203,-385.805,-44.879,186.547,70.808,647.034,-3041.000,4.743,250.359,-1173.837,673.442,-4899.596,-61.660,12.124,-147.600,543.839
2.100,10.000,0.010,-2.000,nan,11.434,-59.138,1.079,0.000,0.000,0.000,11.073,3.048,3.632,-5.172,75.452,-388.849,-44.879,186.547,73.713,665.634,-3267.437,3.685,250.359,-1173.837,673.442,-4899.596,-79.588,12.124,-147.600,563.625
2.100,10.000,0.010,-1.000,nan,11.117,-55.277,1.041,0.000,0.000,0.000,10.767,2.955,3.643,-4.972,75.567,-390.251,-44.879,186.547,73.874,686.251,-3518.439,2.133,250.359,-1173.837,673.442,-4899.596,-94.362,12.124,-147.600,581.436
2.100,10.000,0.010,0.000,nan,10.797,-51.388,1.011,0.000,0.000,0.000,10.457,2.871,3.643,-4.759,75.612,-390.808,-44.879,186.547,74.841,709.308,-3799.154,0.000,250.359,-1173.837,673.442,-4899.596,-104.978,12.124,-147.600,596.865
2.100,10.000,0.010,1.000,nan,10.476,-47.473,0.991,0.000,0.000,0.000,10.144,2.795,3.630,-4.532,75.666,-391.464,-44.879,186.547,74.484,735.075,-4112.842,-2.822,250.359,-1173.837,673.442,-4899.596,-112.226,12.124,-147.600,610.130
2.100,10.000,0.010,2.000,nan,10.152,-43.533,0.979,0.000,0.000,0.000,9.828,2.727,3.603,-4.288,75.721,-392.145,-44.879,186.547,74.365,762.364,-4445.072,-6.415,250.359,-1173.837,673.442,-4899.596,-114.344,12.124,-147.600,618.005
2.100,10.000,0.010,3.000,nan,9.827,-39.575,0.977,0.000,0.000,0.000,9.508,2.669,3.563,-4.027,75.754,-392.550,-44.879,186.547,74.116,789.417,-4774.423,-10.773,250.359,-1173.837,673.442,-4899.596,-114.947,12.124,-147.600,621.227
2.100,10.000,0.010,4.000,nan,9.501,-35.609,0.984,0.000,0.000,0.000,9.186,2.619,3.507,-3.748,75.761,-392.639,-44.879,186.547,74.153,814.472,-5079.459,-15.789,250.359,-1173.837,673.442,-4899.596,-113.532,12.124,-147.600,621.876
2.100,10.000,0.010,5.000,nan,9.175,-31.643,1.000,0.000,0.000,0.000,8.862,2.578,3.437,-3.449,75.742,-392.418,-44.879,186.547,74.474,835.793,-5339.025,-21.262,250.359,-1173.837,673.442,-4899.596,-112.712,12.124,-147.600,620.737
2.100,10.000,0.010,6.000,nan,8.850,-27.686,1.025,0.000,0.000,0.000,8.538,2.547,3.352,-3.128,75.698,-391.889,-44.879,186.547,74.445,852.642,-5544.158,-26.974,250.359,-1173.837,673.442,-4899.596,-112.717,12.124,-147.600,621.043
2.100,10.000,0.010,7.000,nan,8.527,-23.746,1.060,0.000,0.000,0.000,8.213,2.524,3.253,-2.785,75.629,-391.054,-44.879,186.548,74.150,865.948,-5706.141,-32.831,250.359,-1173.837,673.442,-4899.596,-113.423,12.124,-147.600,621.025
2.100,10.000,0.010,8.000,nan,8.205,-19.834,1.103,0.000,0.000,0.000,7.889,2.511,3.141,-2.417,75.535,-389.916,-44.879,186.548,74.081,876.793,-5838.174,-38.810,250.359,-1173.837,673.442,-4899.596,-114.665,12.124,-147.600,620.065
2.100,10.000,0.010,9.000,nan,7.887,-15.957,1.156,0.000,0.000,0.000,7.566,2.508,3.017,-2.023,75.416,-388.475,-44.879,186.548,74.327,886.256,-5953.390,-44.949,250.359,-1173.837,673.442,-4899.596,-113.511,12.124,-147.600,613.492
2.100,10.000,0.010,10.000,nan,7.572,-12.123,1.217,0.000,0.000,0.000,7.246,2.513,2.883,-1.601,75.272,-386.732,-44.879,186.548,74.474,895.287,-6063.331,-51.328,250.359,-1173.837,673.442,-4899.596,-110.655,12.124,-147.600,603.160
2.100,10.000,0.010,11.000,nan,7.261,-8.341,1.286,0.000,0.000,0.000,6.928,2.528,2.741,-1.149,75.111,-384.771,-44.879,186.548,74.778,903.758,-6166.463,-57.913,250.359,-1173.837,673.442,-4899.596,-103.189,12.124,-147.600,588.482
