XCG,ALPHA,MACH,DELTA,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
2.100,12.000,0.010,-25.000,nan,15.891,-94.816,2.788,0.000,0.000,0.000,14.964,6.031,2.481,-5.966,55.337,-133.319,-37.650,112.887,122.865,587.212,-2219.116,17.125,257.180,-1172.934,677.920,-4955.856,-153.567,11.779,-143.396,835.932
2.100,12.000,0.010,-24.000,nan,16.103,-97.385,2.784,0.000,0.000,0.000,15.172,6.071,2.499,-6.048,52.805,-102.490,-37.650,112.887,125.849,575.557,-2077.228,12.169,257.180,-1172.934,677.920,-4955.856,-160.156,11.779,-143.396,840.443
2.100,12.000,0.010,-23.000,nan,16.346,-100.352,2.784,0.000,0.000,0.000,15.410,6.122,2.517,-6.139,51.268,-83.777,-37.650,112.887,127.569,562.093,-1913.322,6.997,257.180,-1172.934,677.920,-4955.856,-157.100,11.779,-143.396,836.016
2.100,12.000,0.010,-22.000,nan,16.591,-103.336,2.779,0.000,0.000,0.000,15.651,6.168,2.538,-6.228,51.318,-84.376,-37.650,112.887,127.454,548.303,-1745.444,2.171,257.180,-1172.934,677.920,-4955.856,-145.651,11.779,-143.396,823.966
2.100,12.000,0.010,-21.000,nan,16.805,-105.941,2.757,0.000,0.000,0.000,15.865,6.191,2.563,-6.304,52.987,-104.692,-37.650,112.887,125.016,535.719,-1592.255,-1.830,257.180,-1172.934,677.920,-4955.856,-127.173,11.779,-143.396,805.632
2.100,12.000,0.010,-20.000,nan,16.955,-107.765,2.710,0.000,0.000,0.000,16.021,6.176,2.594,-6.356,56.301,-145.037,-37.650,112.887,120.053,525.929,-1473.071,-4.606,257.180,-1172.934,677.920,-4955.856,-102.769,11.779,-143.396,782.012
2.100,12.000,0.010,-19.000,nan,17.022,-108.573,2.637,0.000,0.000,0.000,16.101,6.118,2.632,-6.379,60.457,-195.631,-37.650,112.887,114.905,519.987,-1400.730,-6.006,257.180,-1172.934,677.920,-4955.856,-73.476,11.779,-143.396,753.604
2.100,12.000,0.010,-18.000,nan,17.019,-108.544,2.544,0.000,0.000,0.000,16.118,6.027,2.674,-6.378,63.765,-235.903,-37.650,112.887,111.123,517.349,-1368.619,-6.358,257.180,-1172.934,677.920,-4955.856,-40.563,11.779,-143.396,721.497
2.100,12.000,0.010,-17.000,nan,16.968,-107.923,2.441,0.000,0.000,0.000,16.090,5.916,2.720,-6.360,66.039,-263.577,-37.650,112.887,108.860,517.210,-1366.921,-6.017,257.180,-1172.934,677.920,-4955.856,-6.374,11.779,-143.396,688.204
2.100,12.000,0.010,-16.000,nan,16.889,-106.962,2.334,0.000,0.000,0.000,16.035,5.795,2.767,-6.333,67.259,-278.433,-37.650,112.887,108.096,518.738,-1385.525,-5.290,257.180,-1172.934,677.920,-4955.856,24.721,11.779,-143.396,658.165
2.100,12.000,0.010,-15.000,nan,16.802,-105.901,2.228,0.000,0.000,0.000,15.972,5.673,2.815,-6.303,67.493,-281.284,-37.650,112.887,108.263,521.066,-1413.871,-4.441,257.180,-1172.934,677.920,-4955.856,48.030,11.779,-143.396,635.883
2.100,12.000,0.010,-14.000,nan,16.707,-104.750,2.125,0.000,0.000,0.000,15.901,5.552,2.864,-6.270,67.772,-284.683,-37.650,112.887,107.830,524.046,-1450.141,-3.534,257.180,-1172.934,677.920,-4955.856,63.078,11.779,-143.396,621.672
2.100,12.000,0.010,-13.000,nan,16.593,-103.354,2.021,0.000,0.000,0.000,15.810,5.426,2.914,-6.229,68.700,-295.980,-37.650,112.887,106.811,528.168,-1500.322,-2.505,257.180,-1172.934,677.920,-4955.856,71.895,11.779,-143.396,613.564
2.100,12.000,0.010,-12.000,nan,16.452,-101.638,1.916,0.000,0.000,0.000,15.694,5.295,2.964,-6.178,69.900,-310.596,-37.650,112.887,106.016,533.597,-1566.417,-1.377,257.180,-1172.934,677.920,-4955.856,76.692,11.779,-143.396,609.437
2.100,12.000,0.010,-11.000,nan,16.289,-99.650,1.813,0.000,0.000,0.000,15.556,5.160,3.015,-6.118,70.882,-322.556,-37.650,112.887,105.655,539.995,-1644.300,-0.257,257.180,-1172.934,677.920,-4955.856,79.555,11.779,-143.396,607.274
2.100,12.000,0.010,-10.000,nan,16.107,-97.436,1.712,0.000,0.000,0.000,15.399,5.024,3.065,-6.049,71.678,-332.250,-37.650,112.887,105.557,547.176,-1731.728,0.787,257.180,-1172.934,677.920,-4955.856,81.315,11.779,-143.396,606.540
2.100,12.000,0.010,-9.000,nan,15.907,-95.004,1.615,0.000,0.000,0.000,15.224,4.887,3.115,-5.972,72.458,-341.746,-37.650,112.887,105.615,555.241,-1829.907,1.736,257.180,-1172.934,677.920,-4955.856,79.910,11.779,-143.396,608.804
2.100,12.000,0.010,-8.000,nan,15.689,-92.354,1.522,0.000,0.000,0.000,15.030,4.750,3.164,-5.886,73.236,-351.217,-37.650,112.887,105.873,564.316,-1940.378,2.568,257.180,-1172.934,677.920,-4955.856,74.904,11.779,-143.396,614.920
2.100,12.000,0.010,-7.000,nan,15.455,-89.502,1.434,0.000,0.000,0.000,14.819,4.615,3.211,-5.791,73.942,-359.810,-37.650,112.887,106.378,574.461,-2063.889,3.248,257.180,-1172.934,677.920,-4955.856,66.098,11.779,-143.396,624.604
2.100,12.000,0.010,-6.000,nan,15.206,-86.474,1.351,0.000,0.000,0.000,14.593,4.483,3.255,-5.687,74.553,-367.254,-37.650,112.887,107.099,585.695,-2200.645,3.731,257.180,-1172.934,677.920,-4955.856,52.473,11.779,-143.396,639.768
2.100,12.000,0.010,-5.000,nan,14.944,-83.277,1.275,0.000,0.000,0.000,14.352,4.354,3.296,-5.573,75.141,-374.427,-37.650,112.887,108.584,598.041,-2350.939,3.976,257.180,-1172.934,677.920,-4955.856,35.477,11.779,-143.396,658.556
2.100,12.000,0.010,-4.000,nan,14.667,-79.904,1.205,0.000,0.000,0.000,14.096,4.228,3.334,-5.448,75.766,-382.030,-37.650,112.887,109.568,611.571,-2515.658,3.941,257.180,-1172.934,677.920,-4955.856,12.996,11.779,-143.396,681.431
2.100,12.000,0.010,-3.000,nan,14.376,-76.361,1.143,0.000,0.000,0.000,13.824,4.107,3.366,-5.312,76.368,-389.372,-37.650,112.887,111.272,626.309,-2695.074,3.576,257.180,-1172.934,677.920,-4955.856,-10.510,11.779,-143.396,705.672
2.100,12.000,0.010,-2.000,nan,14.073,-72.678,1.089,0.000,0.000,0.000,13.539,3.991,3.392,-5.164,76.850,-395.236,-37.650,112.887,113.949,642.183,-2888.313,2.829,257.180,-1172.934,677.920,-4955.856,-33.949,11.779,-143.396,729.119
2.100,12.000,0.010,-1.000,nan,13.762,-68.889,1.043,0.000,0.000,0.000,13.244,3.881,3.412,-5.006,77.199,-399.491,-37.650,112.887,115.555,659.325,-3097.005,1.655,257.180,-1172.934,677.920,-4955.856,-55.228,11.779,-143.396,750.510
2.100,12.000,0.010,0.000,nan,13.445,-65.029,1.006,0.000,0.000,0.000,12.942,3.779,3.424,-4.837,77.407,-402.038,-37.650,112.887,119.261,678.094,-3325.492,0.000,257.180,-1172.934,677.920,-4955.856,-73.751,11.779,-143.396,769.037
2.100,12.000,0.010,1.000,nan,13.125,-61.134,0.978,0.000,0.000,0.000,12.635,3.685,3.428,-4.658,77.483,-402.971,-37.650,112.887,120.056,698.860,-3578.288,-2.211,257.180,-1172.934,677.920,-4955.856,-90.188,11.779,-143.396,785.534
2.100,12.000,0.010,2.000,nan,12.803,-57.216,0.959,0.000,0.000,0.000,12.324,3.600,3.424,-4.469,77.523,-403.462,-37.650,112.887,120.644,722.079,-3860.952,-5.077,257.180,-1172.934,677.920,-4955.856,-104.240,11.779,-143.396,799.792
2.100,12.000,0.010,3.000,nan,12.479,-53.276,0.949,0.000,0.000,0.000,12.009,3.523,3.409,-4.269,77.574,-404.089,-37.650,112.887,120.111,747.960,-4176.020,-8.713,257.180,-1172.934,677.920,-4955.856,-114.673,11.779,-143.396,810.139
2.100,12.000,0.010,4.000,nan,12.154,-49.316,0.948,0.000,0.000,0.000,11.691,3.454,3.385,-4.058,77.619,-404.634,-37.650,112.887,119.922,775.212,-4507.785,-13.161,257.180,-1172.934,677.920,-4955.856,-121.237,11.779,-143.396,816.428
2.100,12.000,0.010,5.000,nan,11.828,-45.346,0.956,0.000,0.000,0.000,11.371,3.395,3.350,-3.834,77.637,-404.859,-37.650,112.887,119.788,802.069,-4834.734,-18.359,257.180,-1172.934,677.920,-4955.856,-122.039,11.779,-143.396,817.201
2.100,12.000,0.010,6.000,nan,11.502,-41.374,0.974,0.000,0.000,0.000,11.048,3.344,3.304,-3.597,77.628,-404.758,-37.650,112.887,119.837,826.771,-5135.451,-24.148,257.180,-1172.934,677.920,-4955.856,-121.342,11.779,-143.397,816.575
2.100,12.000,0.010,7.000,nan,11.176,-37.409,1.001,0.000,0.000,0.000,10.724,3.302,3.247,-3.347,77.593,-404.335,-37.650,112.887,120.369,847.597,-5388.985,-30.271,257.180,-1172.934,677.920,-4955.856,-120.348,11.779,-143.396,815.653
2.100,12.000,0.010,8.000,nan,10.852,-33.461,1.036,0.000,0.000,0.000,10.399,3.270,3.180,-3.084,77.531,-403.594,-37.650,112.887,119.979,863.958,-5588.157,-36.501,257.180,-1172.934,677.920,-4955.856,-120.894,11.779,-143.396,816.336
2.100,12.000,0.010,9.000,nan,10.529,-29.537,1.081,0.000,0.000,0.000,10.074,3.247,3.103,-2.805,77.444,-402.536,-37.650,112.887,119.808,876.828,-5744.833,-42.778,257.180,-1172.934,677.920,-4955.856,-121.525,11.779,-143.396,816.454
2.100,12.000,0.010,10.000,nan,10.210,-25.646,1.135,0.000,0.000,0.000,9.751,3.233,3.016,-2.512,77.331,-401.166,-37.650,112.887,119.663,887.295,-5872.248,-49.111,257.180,-1172.934,677.920,-4955.856,-120.494,11.779,-143.396,815.280
