XCG,ALPHA,MACH,DELTA,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
1.000,-6.000,0.010,-20.000,nan,-0.268,-40.081,2.405,0.000,0.000,0.000,-0.015,2.419,-0.006,149.453,57.305,-427.314,-51.541,427.933,-15.068,795.351,-5431.057,5.513,231.584,-1845.948,1182.253,-10163.560,-25.736,-6.899,108.895,36.291
1.000,-6.000,0.010,-19.000,nan,-0.443,-37.325,2.281,0.000,0.000,0.000,-0.202,2.315,-0.087,84.298,57.625,-432.359,-51.541,427.933,-15.076,802.794,-5548.545,7.297,231.584,-1845.948,1182.253,-10163.560,-25.573,-6.899,108.895,37.129
1.000,-6.000,0.010,-18.000,nan,-0.636,-34.279,2.159,0.000,0.000,0.000,-0.407,2.214,-0.184,53.920,57.943,-437.379,-51.541,427.933,-15.144,811.291,-5682.657,9.128,231.584,-1845.948,1182.253,-10163.560,-21.838,-6.899,108.895,41.056
1.000,-6.000,0.010,-17.000,nan,-0.846,-30.962,2.040,0.000,0.000,0.000,-0.628,2.117,-0.297,36.604,58.231,-441.923,-51.541,427.933,-15.288,820.638,-5830.198,10.910,231.584,-1845.948,1182.253,-10163.560,-15.236,-6.899,108.895,48.987
1.000,-6.000,0.010,-16.000,nan,-1.071,-27.402,1.924,0.000,0.000,0.000,-0.864,2.025,-0.427,25.576,58.489,-445.993,-51.541,427.933,-15.498,830.609,-5987.595,12.555,231.584,-1845.948,1182.253,-10163.560,-6.030,-6.899,108.895,61.852
1.000,-6.000,0.010,-15.000,nan,-1.312,-23.607,1.812,0.000,0.000,0.000,-1.115,1.939,-0.575,17.995,58.754,-450.160,-51.541,427.933,-15.940,841.174,-6154.349,14.031,231.584,-1845.948,1182.253,-10163.560,7.891,-6.899,108.895,78.171
1.000,-6.000,0.010,-14.000,nan,-1.568,-19.566,1.705,0.000,0.000,0.000,-1.381,1.860,-0.743,12.480,59.034,-454.582,-51.541,427.933,-16.225,852.484,-6332.870,15.346,231.584,-1845.948,1182.253,-10163.560,24.947,-6.899,108.895,100.206
1.000,-6.000,0.010,-13.000,nan,-1.839,-15.285,1.604,0.000,0.000,0.000,-1.661,1.787,-0.930,8.312,59.295,-458.698,-51.541,427.933,-16.746,864.650,-6524.904,16.491,231.584,-1845.948,1182.253,-10163.560,45.816,-6.899,108.895,123.473
1.000,-6.000,0.010,-12.000,nan,-2.123,-10.801,1.508,0.000,0.000,0.000,-1.954,1.722,-1.135,5.087,59.510,-462.080,-51.541,427.933,-17.760,877.685,-6730.666,17.434,231.584,-1845.948,1182.253,-10163.560,67.492,-6.899,108.895,147.063
1.000,-6.000,0.010,-11.000,nan,-2.418,-6.153,1.420,0.000,0.000,0.000,-2.256,1.665,-1.355,2.545,59.675,-464.690,-51.541,427.933,-18.052,891.577,-6949.940,18.136,231.584,-1845.948,1182.253,-10163.560,87.439,-6.899,108.895,168.922
