XCG,ALPHA,MACH,DELTA,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
2.100,-4.000,0.010,-25.000,nan,2.206,-54.846,3.039,0.000,0.000,0.000,2.412,2.878,0.838,-24.866,51.794,-192.774,-52.815,265.175,-1.985,359.454,-1113.222,-3.538,223.478,-1179.670,720.596,-4942.347,1.385,-4.135,50.347,-66.236
2.100,-4.000,0.010,-24.000,nan,2.140,-54.051,2.924,0.000,0.000,0.000,2.339,2.768,0.845,-25.254,51.833,-193.246,-52.815,265.175,-1.999,360.673,-1128.062,-2.937,223.478,-1179.670,720.596,-4942.347,0.849,-4.135,50.347,-86.135
2.100,-4.000,0.010,-23.000,nan,2.064,-53.120,2.809,0.000,0.000,0.000,2.255,2.659,0.848,-25.738,52.153,-197.143,-52.815,265.175,-1.885,362.548,-1150.888,-2.152,223.478,-1179.670,720.596,-4942.347,-1.213,-4.135,50.347,-98.881
2.100,-4.000,0.010,-22.000,nan,1.965,-51.913,2.691,0.000,0.000,0.000,2.148,2.547,0.843,-26.422,52.761,-204.537,-52.815,265.175,-1.695,365.853,-1191.141,-0.961,223.478,-1179.670,720.596,-4942.347,-4.253,-4.135,50.347,-106.348
2.100,-4.000,0.010,-21.000,nan,1.841,-50.401,2.569,0.000,0.000,0.000,2.015,2.434,0.828,-27.383,53.331,-211.485,-52.815,265.175,-1.573,370.750,-1250.756,0.617,223.478,-1179.670,720.596,-4942.347,-6.563,-4.135,50.347,-110.547
2.100,-4.000,0.010,-20.000,nan,1.696,-48.637,2.446,0.000,0.000,0.000,1.862,2.321,0.802,-28.683,53.788,-217.046,-52.815,265.175,-1.522,376.902,-1325.671,2.408,223.478,-1179.670,720.596,-4942.347,-7.657,-4.135,50.347,-113.329
2.100,-4.000,0.010,-19.000,nan,1.533,-46.650,2.323,0.000,0.000,0.000,1.691,2.210,0.765,-30.440,54.207,-222.141,-52.815,265.175,-1.507,384.048,-1412.684,4.281,223.478,-1179.670,720.596,-4942.347,-7.947,-4.135,50.347,-115.071
2.100,-4.000,0.010,-18.000,nan,1.351,-44.440,2.202,0.000,0.000,0.000,1.501,2.102,0.714,-32.894,54.634,-227.336,-52.815,265.175,-1.521,392.050,-1510.114,6.156,223.478,-1179.670,720.596,-4942.347,-7.633,-4.135,50.347,-113.542
2.100,-4.000,0.010,-17.000,nan,1.151,-42.010,2.082,0.000,0.000,0.000,1.294,1.997,0.648,-36.485,55.048,-232.379,-52.815,265.175,-1.574,400.783,-1616.443,7.965,223.478,-1179.670,720.596,-4942.347,-6.590,-4.135,50.347,-108.653
2.100,-4.000,0.010,-16.000,nan,0.935,-39.379,1.966,0.000,0.000,0.000,1.070,1.896,0.564,-42.102,55.418,-236.880,-52.815,265.175,-1.671,410.229,-1731.460,9.676,223.478,-1179.670,720.596,-4942.347,-4.748,-4.135,50.347,-100.123
