XCG,ALPHA,MACH,DELTA,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
2.400,-2.000,0.010,-25.000,nan,3.971,-57.548,3.078,0.000,0.000,0.000,4.076,2.938,1.387,-14.492,46.112,-130.077,-52.688,220.570,0.958,253.131,-522.401,-5.366,215.088,-1000.514,590.990,-4072.273,-0.161,-1.801,20.161,-132.116
2.400,-2.000,0.010,-24.000,nan,3.908,-56.846,2.963,0.000,0.000,0.000,4.009,2.825,1.419,-14.545,46.554,-135.019,-52.688,220.570,0.981,254.213,-534.503,-4.731,215.088,-1000.514,590.990,-4072.273,-0.531,-1.801,20.161,-155.007
2.400,-2.000,0.010,-23.000,nan,3.840,-56.088,2.849,0.000,0.000,0.000,3.938,2.713,1.451,-14.604,46.602,-135.557,-52.688,220.570,0.977,255.636,-550.431,-4.017,215.088,-1000.514,590.990,-4072.273,-0.508,-1.801,20.161,-170.678
2.400,-2.000,0.010,-22.000,nan,3.761,-55.202,2.735,0.000,0.000,0.000,3.854,2.602,1.481,-14.676,46.987,-139.864,-52.688,220.570,1.028,257.911,-575.899,-3.074,215.088,-1000.514,590.990,-4072.273,-1.292,-1.801,20.161,-180.377
2.400,-2.000,0.010,-21.000,nan,3.659,-54.058,2.618,0.000,0.000,0.000,3.748,2.488,1.506,-14.774,47.731,-148.195,-52.688,220.570,1.108,261.687,-618.159,-1.739,215.088,-1000.514,590.990,-4072.273,-2.490,-1.801,20.161,-186.096
2.400,-2.000,0.010,-20.000,nan,3.532,-52.635,2.497,0.000,0.000,0.000,3.617,2.372,1.525,-14.903,48.439,-156.121,-52.688,220.570,1.158,266.935,-676.898,-0.091,215.088,-1000.514,590.990,-4072.273,-3.259,-1.801,20.161,-189.890
2.400,-2.000,0.010,-19.000,nan,3.384,-50.981,2.376,0.000,0.000,0.000,3.465,2.257,1.536,-15.065,49.005,-162.451,-52.688,220.570,1.178,273.305,-748.196,1.703,215.088,-1000.514,590.990,-4072.273,-3.573,-1.801,20.161,-193.154
2.400,-2.000,0.010,-18.000,nan,3.218,-49.124,2.256,0.000,0.000,0.000,3.295,2.142,1.538,-15.264,49.518,-168.196,-52.688,220.570,1.184,280.535,-829.110,3.522,215.088,-1000.514,590.990,-4072.273,-3.657,-1.801,20.161,-195.002
2.400,-2.000,0.010,-17.000,nan,3.034,-47.062,2.137,0.000,0.000,0.000,3.107,2.030,1.531,-15.511,50.041,-174.042,-52.688,220.570,1.177,288.507,-918.335,5.302,215.088,-1000.514,590.990,-4072.273,-3.552,-1.801,20.161,-193.600
2.400,-2.000,0.010,-16.000,nan,2.832,-44.799,2.020,0.000,0.000,0.000,2.901,1.920,1.510,-15.820,50.548,-179.718,-52.688,220.570,1.153,297.256,-1016.263,7.018,215.088,-1000.514,590.990,-4072.273,-3.188,-1.801,20.161,-188.890
