XCG,ALPHA,MACH,DELTA,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
2.000,-16.000,0.010,-25.000,nan,-11.410,6.550,2.462,0.000,0.000,0.000,-10.290,5.511,-1.867,-0.574,72.320,-374.213,-39.885,141.294,-222.130,621.231,-2410.950,15.484,266.574,-1231.878,863.517,-5084.484,-31.402,-31.606,395.089,973.462
2.000,-16.000,0.010,-24.000,nan,-11.616,9.129,2.322,0.000,0.000,0.000,-10.527,5.434,-1.937,-0.786,73.054,-383.393,-39.885,141.294,-223.096,630.924,-2532.125,18.242,266.574,-1231.878,863.517,-5084.484,-14.789,-31.606,395.089,982.312
2.000,-16.000,0.010,-23.000,nan,-11.838,11.904,2.184,0.000,0.000,0.000,-10.778,5.363,-2.010,-1.006,73.773,-392.378,-39.885,141.294,-225.178,641.280,-2661.582,20.915,266.574,-1231.878,863.517,-5084.484,5.531,-31.606,395.089,995.831
2.000,-16.000,0.010,-22.000,nan,-12.077,14.885,2.049,0.000,0.000,0.000,-11.044,5.299,-2.084,-1.232,74.537,-401.926,-39.885,141.294,-226.755,652.457,-2801.292,23.526,266.574,-1231.878,863.517,-5084.484,26.841,-31.606,395.089,1012.505
2.000,-16.000,0.010,-21.000,nan,-12.331,18.068,1.918,0.000,0.000,0.000,-11.325,5.243,-2.160,-1.465,75.291,-411.346,-39.885,141.294,-229.009,664.565,-2952.660,26.077,266.574,-1231.878,863.517,-5084.484,48.647,-31.606,395.089,1032.816
2.000,-16.000,0.010,-20.000,nan,-12.600,21.426,1.792,0.000,0.000,0.000,-11.618,5.195,-2.236,-1.700,75.930,-419.322,-39.885,141.294,-232.805,677.626,-3115.923,28.534,266.574,-1231.878,863.517,-5084.484,70.363,-31.606,395.089,1054.105
2.000,-16.000,0.010,-19.000,nan,-12.880,24.928,1.671,0.000,0.000,0.000,-11.921,5.157,-2.312,-1.935,76.438,-425.665,-39.885,141.294,-235.263,691.613,-3290.771,30.854,266.574,-1231.878,863.517,-5084.484,92.415,-31.606,395.089,1074.008
2.000,-16.000,0.010,-18.000,nan,-13.169,28.541,1.558,0.000,0.000,0.000,-12.230,5.127,-2.385,-2.167,76.803,-430.232,-39.885,141.294,-240.734,706.444,-3476.171,32.977,266.574,-1231.878,863.517,-5084.484,114.878,-31.606,395.089,1091.544
2.000,-16.000,0.010,-17.000,nan,-13.465,32.231,1.452,0.000,0.000,0.000,-12.543,5.107,-2.456,-2.394,77.032,-433.087,-39.885,141.295,-242.062,722.037,-3671.087,34.849,266.574,-1231.878,863.517,-5084.484,136.889,-31.606,395.089,1106.407
2.000,-16.000,0.010,-16.000,nan,-13.765,35.988,1.354,0.000,0.000,0.000,-12.859,5.096,-2.523,-2.614,77.221,-435.442,-39.885,141.295,-242.856,738.392,-3875.539,36.444,266.574,-1231.878,863.517,-5084.484,157.332,-31.606,395.089,1118.974
