XCG,ALPHA,MACH,DELTA,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
2.000,4.000,0.010,-25.000,nan,8.701,-80.815,3.122,0.000,0.000,0.000,8.462,3.722,2.274,-9.288,50.203,-169.548,-51.496,276.879,4.067,502.259,-1702.094,-5.302,227.569,-1239.005,718.328,-5286.598,-46.175,4.135,-51.703,47.437
2.000,4.000,0.010,-24.000,nan,8.776,-81.742,3.054,0.000,0.000,0.000,8.541,3.659,2.334,-9.315,51.815,-189.714,-51.496,276.879,3.152,496.543,-1630.621,-7.134,227.569,-1239.005,718.328,-5286.598,-28.012,4.135,-51.703,19.332
2.000,4.000,0.010,-23.000,nan,8.784,-81.845,2.962,0.000,0.000,0.000,8.556,3.568,2.398,-9.318,53.030,-204.906,-51.496,276.879,2.478,493.939,-1598.058,-7.701,227.569,-1239.005,718.328,-5286.598,-13.786,4.135,-51.703,-11.553
2.000,4.000,0.010,-22.000,nan,8.745,-81.360,2.856,0.000,0.000,0.000,8.524,3.459,2.464,-9.304,53.834,-214.961,-51.496,276.879,2.075,493.688,-1594.928,-7.413,227.569,-1239.005,718.328,-5286.598,-5.103,4.135,-51.703,-42.844
2.000,4.000,0.010,-21.000,nan,8.679,-80.533,2.744,0.000,0.000,0.000,8.466,3.343,2.533,-9.279,54.219,-219.771,-51.496,276.879,1.938,495.005,-1611.394,-6.631,227.569,-1239.005,718.328,-5286.598,-1.694,4.135,-51.703,-70.281
2.000,4.000,0.010,-20.000,nan,8.604,-79.600,2.633,0.000,0.000,0.000,8.400,3.226,2.603,-9.251,54.246,-220.115,-51.496,276.879,1.970,497.101,-1637.597,-5.667,227.569,-1239.005,718.328,-5286.598,-0.869,4.135,-51.703,-89.977
2.000,4.000,0.010,-19.000,nan,8.522,-78.575,2.523,0.000,0.000,0.000,8.326,3.111,2.676,-9.220,54.423,-222.321,-51.496,276.879,1.889,499.860,-1672.105,-4.588,227.569,-1239.005,718.328,-5286.598,0.754,4.135,-51.703,-102.416
2.000,4.000,0.010,-18.000,nan,8.421,-77.304,2.411,0.000,0.000,0.000,8.232,2.993,2.751,-9.180,54.858,-227.766,-51.496,276.879,1.700,503.762,-1720.892,-3.297,227.569,-1239.005,718.328,-5286.598,3.927,4.135,-51.703,-109.578
2.000,4.000,0.010,-17.000,nan,8.293,-75.709,2.297,0.000,0.000,0.000,8.113,2.870,2.826,-9.129,55.328,-233.645,-51.496,276.879,1.555,508.978,-1786.116,-1.804,227.569,-1239.005,718.328,-5286.598,6.883,4.135,-51.703,-113.540
2.000,4.000,0.010,-16.000,nan,8.143,-73.837,2.183,0.000,0.000,0.000,7.971,2.746,2.903,-9.067,55.701,-238.307,-51.496,276.879,1.489,515.181,-1863.681,-0.244,227.569,-1239.005,718.328,-5286.598,8.487,4.135,-51.703,-116.167
2.000,4.000,0.010,-15.000,nan,7.975,-71.732,2.070,0.000,0.000,0.000,7.811,2.622,2.980,-8.995,56.016,-242.245,-51.496,276.879,1.468,522.146,-1950.769,1.291,227.569,-1239.005,718.328,-5286.598,9.020,4.135,-51.703,-117.596
2.000,4.000,0.010,-14.000,nan,7.789,-69.401,1.960,0.000,0.000,0.000,7.633,2.498,3.056,-8.911,56.333,-246.216,-51.496,276.878,1.476,529.961,-2048.491,2.787,227.569,-1239.005,718.328,-5286.598,8.830,4.135,-51.703,-115.603
2.000,4.000,0.010,-13.000,nan,7.584,-66.844,1.852,0.000,0.000,0.000,7.436,2.376,3.130,-8.814,56.646,-250.133,-51.496,276.878,1.520,538.754,-2158.440,4.233,227.569,-1239.005,718.328,-5286.598,7.869,4.135,-51.703,-110.133
