XCG,ALPHA,MACH,DELTA,Q,CN,CM,CA,CY,CLN,CLL,CL,CD,CLCD,XCP,CNA,CMA,CYB,CLNB,CLLB,CNQ,CMQ,CAQ,CNAD,CMAD,CYR,CLNR,CLLR,CYP,CLNP,CLLP
2.000,2.000,0.010,-25.000,nan,7.048,-75.032,3.134,0.000,0.000,0.000,6.935,3.378,2.053,-10.645,46.462,-165.936,-52.320,288.171,-0.467,462.621,-1579.011,-5.957,219.316,-1242.157,722.277,-5298.718,-13.547,1.801,-22.525,-73.833
2.000,2.000,0.010,-24.000,nan,7.060,-75.179,3.043,0.000,0.000,0.000,6.950,3.287,2.114,-10.649,48.201,-187.688,-52.320,288.171,-0.755,460.018,-1546.453,-6.633,219.316,-1242.157,722.277,-5298.718,-6.533,1.801,-22.525,-103.851
2.000,2.000,0.010,-23.000,nan,7.025,-74.737,2.936,0.000,0.000,0.000,6.918,3.180,2.176,-10.639,49.376,-202.376,-52.320,288.171,-0.931,459.599,-1541.216,-6.469,219.316,-1242.157,722.277,-5298.718,-2.250,1.801,-22.525,-132.383
2.000,2.000,0.010,-22.000,nan,6.961,-73.947,2.823,0.000,0.000,0.000,6.859,3.065,2.238,-10.622,49.972,-209.834,-52.320,288.171,-0.994,460.585,-1553.542,-5.833,219.316,-1242.157,722.277,-5298.718,-0.694,1.801,-22.525,-155.707
2.000,2.000,0.010,-21.000,nan,6.889,-73.046,2.711,0.000,0.000,0.000,6.791,2.950,2.302,-10.603,50.042,-210.709,-52.320,288.171,-0.981,462.223,-1574.036,-5.029,219.316,-1242.157,722.277,-5298.718,-0.800,1.801,-22.525,-171.672
2.000,2.000,0.010,-20.000,nan,6.810,-72.056,2.600,0.000,0.000,0.000,6.715,2.836,2.368,-10.580,50.254,-213.353,-52.320,288.171,-1.012,464.576,-1603.447,-4.070,219.316,-1242.157,722.277,-5298.718,-0.045,1.801,-22.525,-181.530
2.000,2.000,0.010,-19.000,nan,6.712,-70.826,2.487,0.000,0.000,0.000,6.621,2.720,2.434,-10.552,50.829,-220.547,-52.320,288.171,-1.090,468.176,-1648.474,-2.839,219.316,-1242.157,722.277,-5298.718,1.754,1.801,-22.525,-187.308
2.000,2.000,0.010,-18.000,nan,6.588,-69.274,2.372,0.000,0.000,0.000,6.501,2.600,2.500,-10.515,51.499,-228.933,-52.320,288.171,-1.153,473.219,-1711.535,-1.343,219.316,-1242.157,722.277,-5298.718,3.288,1.801,-22.525,-191.096
2.000,2.000,0.010,-17.000,nan,6.441,-67.442,2.256,0.000,0.000,0.000,6.359,2.479,2.565,-10.470,52.038,-235.666,-52.320,288.171,-1.183,479.387,-1788.664,0.274,219.316,-1242.157,722.277,-5298.718,4.036,1.801,-22.525,-194.336
2.000,2.000,0.010,-16.000,nan,6.276,-65.377,2.140,0.000,0.000,0.000,6.198,2.358,2.628,-10.417,52.485,-241.265,-52.320,288.171,-1.193,486.354,-1875.779,1.886,219.316,-1242.157,722.277,-5298.718,4.275,1.801,-22.525,-196.169
2.000,2.000,0.010,-15.000,nan,6.093,-63.086,2.027,0.000,0.000,0.000,6.019,2.238,2.689,-10.354,52.934,-246.881,-52.320,288.171,-1.190,494.064,-1972.187,3.447,219.316,-1242.157,722.277,-5298.718,4.212,1.801,-22.525,-194.749
2.000,2.000,0.010,-14.000,nan,5.892,-60.569,1.916,0.000,0.000,0.000,5.821,2.121,2.745,-10.280,53.381,-252.473,-52.320,288.171,-1.173,502.634,-2079.357,4.950,219.316,-1242.157,722.277,-5298.718,3.781,1.801,-22.525,-189.968
2.000,2.000,0.010,-13.000,nan,5.673,-57.839,1.809,0.000,0.000,0.000,5.607,2.006,2.795,-10.195,53.783,-257.502,-52.320,288.171,-1.136,512.131,-2198.112,6.371,219.316,-1242.157,722.277,-5298.718,2.894,1.801,-22.525,-181.989
2.000,2.000,0.010,-12.000,nan,5.440,-54.921,1.706,0.000,0.000,0.000,5.377,1.895,2.838,-10.096,54.134,-261.891,-52.320,288.171,-1.083,522.590,-2328.900,7.679,219.316,-1242.157,722.277,-5298.718,1.547,1.801,-22.525,-171.241
2.000,2.000,0.010,-11.000,nan,5.192,-51.823,1.608,0.000,0.000,0.000,5.133,1.788,2.871,-9.981,54.483,-266.258,-52.320,288.171,-0.970,534.099,-2472.815,8.847,219.316,-1242.157,722.277,-5298.718,-1.038,1.801,-22.525,-155.706
2.000,2.000,0.010,-10.000,nan,4.929,-48.537,1.516,0.000,0.000,0.000,4.874,1.687,2.890,-9.846,54.854,-270.897,-52.320,288.171,-0.898,546.755,-2631.071,9.845,219.316,-1242.157,722.277,-5298.718,-3.206,1.801,-22.525,-136.380
2.000,2.000,0.010,-9.000,nan,4.652,-45.066,1.429,0.000,0.000,0.000,4.599,1.591,2.891,-9.688,55.204,-275.279,-52.320,288.171,-0.766,560.590,-2804.080,10.630,219.316,-1242.157,722.277,-5298.718,-6.128,1.801,-22.525,-114.834
2.000,2.000,0.010,-8.000,nan,4.362,-41.440,1.350,0.000,0.000,0.000,4.312,1.501,2.872,-9.500,55.483,-278.767,-52.320,288.171,-0.508,575.535,-2990.961,11.145,219.316,-1242.157,722.277,-5298.718,-10.520,1.801,-22.525,-92.135
2.000,2.000,0.010,-7.000,nan,4.062,-37.692,1.278,0.000,0.000,0.000,4.015,1.419,2.829,-9.279,55.687,-281.321,-52.320,288.171,-0.435,591.503,-3190.632,11.336,219.316,-1242.157,722.277,-5298.718,-14.461,1.801,-22.525,-72.094
2.000,2.000,0.010,-6.000,nan,3.756,-33.858,1.215,0.000,0.000,0.000,3.711,1.345,2.759,-9.015,55.811,-282.876,-52.320,288.171,-0.145,608.559,-3403.911,11.165,219.316,-1242.157,722.277,-5298.718,-20.734,1.801,-22.525,-54.293
2.000,2.000,0.010,-5.000,nan,3.445,-29.972,1.160,0.000,0.000,0.000,3.402,1.279,2.660,-8.701,55.862,-283.517,-52.320,288.171,-0.128,627.047,-3635.097,10.613,219.316,-1242.157,722.277,-5298.718,-22.708,1.801,-22.525,-39.800
2.000,2.000,0.010,-4.000,nan,3.131,-26.049,1.113,0.000,0.000,0.000,3.090,1.222,2.529,-8.319,55.902,-284.029,-52.320,288.171,-0.035,647.423,-3889.891,9.645,219.316,-1242.157,722.277,-5298.718,-23.935,1.801,-22.525,-28.425
2.000,2.000,0.010,-3.000,nan,2.814,-22.088,1.076,0.000,0.000,0.000,2.775,1.174,2.364,-7.848,55.949,-284.622,-52.320,288.171,-0.076,670.200,-4174.708,8.202,219.316,-1242.157,722.277,-5298.718,-23.055,1.801,-22.525,-20.402
2.000,2.000,0.010,-2.000,nan,2.495,-18.094,1.048,0.000,0.000,0.000,2.457,1.134,2.166,-7.252,55.990,-285.134,-52.320,288.171,-0.081,695.724,-4493.878,6.192,219.316,-1242.157,722.277,-5298.718,-22.557,1.801,-22.525,-17.435
2.000,2.000,0.010,-1.000,nan,2.173,-14.073,1.029,0.000,0.000,0.000,2.136,1.104,1.935,-6.475,56.015,-285.454,-52.320,288.171,-0.101,722.969,-4834.570,3.483,219.316,-1242.157,722.277,-5298.718,-22.323,1.801,-22.525,-17.183
2.000,2.000,0.010,0.000,nan,1.851,-10.036,1.019,0.000,0.000,0.000,1.814,1.083,1.675,-5.423,56.025,-285.582,-52.320,288.171,-0.098,750.194,-5175.016,0.000,219.316,-1242.157,722.277,-5298.718,-22.533,1.801,-22.525,-18.699
2.000,2.000,0.010,1.000,nan,1.527,-5.991,1.018,0.000,0.000,0.000,1.491,1.071,1.392,-3.923,56.020,-285.520,-52.320,288.171,-0.054,775.651,-5493.347,-4.233,219.316,-1242.157,722.277,-5298.718,-23.325,1.801,-22.525,-19.131
2.000,2.000,0.010,2.000,nan,1.204,-1.947,1.026,0.000,0.000,0.000,1.167,1.068,1.093,-1.618,56.000,-285.269,-52.320,288.171,-0.081,797.597,-5767.774,-9.093,219.316,-1242.157,722.277,-5298.718,-22.798,1.801,-22.525,-18.766
2.000,2.000,0.010,3.000,nan,0.881,2.086,1.044,0.000,0.000,0.000,0.844,1.074,0.786,2.367,55.964,-284.829,-52.320,288.171,-0.095,815.066,-5986.213,-14.393,219.316,-1242.157,722.277,-5298.718,-22.350,1.801,-22.525,-17.294
2.000,2.000,0.010,4.000,nan,0.560,6.100,1.070,0.000,0.000,0.000,0.522,1.089,0.480,10.892,55.914,-284.201,-52.320,288.171,-0.111,828.875,-6158.894,-19.991,219.316,-1242.157,722.277,-5298.718,-22.335,1.801,-22.525,-17.541
2.000,2.000,0.010,5.000,nan,0.241,10.087,1.106,0.000,0.000,0.000,0.203,1.114,0.182,41.799,55.848,-283.384,-52.320,288.171,-0.079,840.096,-6299.209,-25.813,219.316,-1242.157,722.277,-5298.718,-22.860,1.801,-22.525,-20.432
2.000,2.000,0.010,6.000,nan,-0.075,14.036,1.150,0.000,0.000,0.000,-0.115,1.147,-0.100,-188.377,55.768,-282.381,-52.320,288.171,-0.043,849.799,-6420.541,-31.842,219.316,-1242.157,722.277,-5298.718,-23.555,1.801,-22.525,-28.459
2.000,2.000,0.010,7.000,nan,-0.387,17.943,1.204,0.000,0.000,0.000,-0.429,1.189,-0.360,-46.373,55.683,-281.329,-52.320,288.171,-0.026,858.989,-6535.456,-38.118,219.316,-1242.157,722.277,-5298.718,-23.495,1.801,-22.525,-39.737
2.000,2.000,0.010,8.000,nan,-0.696,21.806,1.266,0.000,0.000,0.000,-0.740,1.241,-0.596,-31.335,55.606,-280.366,-52.320,288.171,-0.140,867.714,-6644.565,-44.631,219.316,-1242.157,722.277,-5298.718,-21.371,1.801,-22.525,-54.158
2.000,2.000,0.010,9.000,nan,-1.001,25.622,1.336,0.000,0.000,0.000,-1.047,1.301,-0.805,-25.595,55.512,-279.197,-52.320,288.171,-0.406,875.324,-6739.716,-51.280,219.316,-1242.157,722.277,-5298.718,-16.960,1.801,-22.525,-71.844
2.000,2.000,0.010,10.000,nan,-1.300,29.360,1.415,0.000,0.000,0.000,-1.349,1.369,-0.985,-22.585,55.343,-277.088,-52.320,288.171,-0.481,881.405,-6815.767,-57.964,219.316,-1242.157,722.277,-5298.718,-12.582,1.801,-22.525,-91.726
2.000,2.000,0.010,11.000,nan,-1.590,32.984,1.502,0.000,0.000,0.000,-1.641,1.445,-1.136,-20.747,55.096,-274.006,-52.320,288.171,-0.729,886.037,-6873.680,-64.632,219.316,-1242.157,722.277,-5298.718,-7.074,1.801,-22.525,-114.293
2.000,2.000,0.010,12.000,nan,-1.868,36.461,1.595,0.000,0.000,0.000,-1.922,1.529,-1.258,-19.520,54.778,-270.022,-52.320,288.171,-0.816,889.292,-6914.379,-71.240,219.316,-1242.157,722.277,-5298.718,-4.410,1.801,-22.525,-135.665
2.000,2.000,0.010,13.000,nan,-2.132,39.759,1.694,0.000,0.000,0.000,-2.189,1.618,-1.353,-18.652,54.391,-265.193,-52.320,288.171,-0.940,891.085,-6936.809,-77.715,219.316,-1242.157,722.277,-5298.718,-1.884,1.801,-22.525,-154.910
2.000,2.000,0.010,14.000,nan,-2.380,42.863,1.798,0.000,0.000,0.000,-2.441,1.714,-1.424,-18.011,53.995,-260.246,-52.320,288.171,-1.054,891.381,-6940.504,-83.989,219.316,-1242.157,722.277,-5298.718,0.453,1.801,-22.525,-170.300
2.000,2.000,0.010,15.000,nan,-2.613,45.782,1.907,0.000,0.000,0.000,-2.678,1.815,-1.476,-17.519,53.623,-255.596,-52.320,288.171,-1.111,890.290,-6926.868,-90.024,219.316,-1242.157,722.277,-5298.718,2.279,1.801,-22.525,-180.993
2.000,2.000,0.010,16.000,nan,-2.832,48.516,2.020,0.000,0.000,0.000,-2.901,1.920,-1.510,-17.132,53.245,-250.862,-52.320,288.171,-1.153,887.925,-6897.288,-95.786,219.316,-1242.157,722.277,-5298.718,3.309,1.801,-22.525,-188.890
2.000,2.000,0.010,17.000,nan,-3.034,51.044,2.137,0.000,0.000,0.000,-3.107,2.030,-1.531,-16.824,52.816,-245.506,-52.320,288.171,-1.177,884.249,-6851.324,-101.211,219.316,-1242.157,722.277,-5298.718,3.889,1.801,-22.525,-193.600
2.000,2.000,0.010,18.000,nan,-3.218,53.347,2.256,0.000,0.000,0.000,-3.295,2.142,-1.538,-16.577,52.349,-239.670,-52.320,288.171,-1.184,879.169,-6787.797,-106.217,219.316,-1242.157,722.277,-5298.718,4.061,1.801,-22.525,-195.002
2.000,2.000,0.010,19.000,nan,-3.384,55.422,2.376,0.000,0.000,0.000,-3.465,2.257,-1.536,-16.377,51.886,-233.878,-52.320,288.171,-1.178,872.704,-6706.952,-110.747,219.316,-1242.157,722.277,-5298.718,3.926,1.801,-22.525,-193.154
2.000,2.000,0.010,20.000,nan,-3.532,57.270,2.497,0.000,0.000,0.000,-3.617,2.372,-1.525,-16.215,51.422,-228.081,-52.320,288.171,-1.158,864.985,-6610.438,-114.773,219.316,-1242.157,722.277,-5298.718,3.411,1.801,-22.525,-189.890
2.000,2.000,0.510,-25.000,nan,6.940,-73.281,2.619,0.000,0.000,0.000,6.844,2.860,2.393,-10.559,48.760,-180.607,-54.608,302.950,-0.386,539.715,-2412.894,15.801,219.613,-1254.346,741.825,-5422.565,-1.256,1.997,-25.010,-94.313
2.000,2.000,0.510,-24.000,nan,6.955,-73.470,2.532,0.000,0.000,0.000,6.862,2.773,2.475,-10.564,49.620,-191.385,-54.608,302.950,-0.424,537.189,-2381.267,14.170,219.613,-1254.346,741.825,-5422.565,-0.358,1.997,-25.010,-97.778
